year,species,prey,totdietComp
1,Blue_whiting,Large_phytop,0.049818832810594495
1,Blue_whiting,Large_zooplankton,0.2652959826382849
1,Blue_whiting,Medium_zooplankton,0.44548565417630576
1,Blue_whiting,Polar_cod,1.7581968125237165e-153
1,Blue_whiting,Unid_Fish,0
1,Blue_whiting,Unid_Plankton,0.2393995303748149
2,Blue_whiting,Large_phytop,3.605256153167517e-4
2,Blue_whiting,Large_zooplankton,0.3389453355114019
2,Blue_whiting,Medium_zooplankton,0.6214924037562677
2,Blue_whiting,Polar_cod,0
2,Blue_whiting,Unid_Fish,0
2,Blue_whiting,Unid_Plankton,0.039201735117013754
3,Blue_whiting,Large_phytop,0.031560355320238334
3,Blue_whiting,Large_zooplankton,0.2811034932042839
3,Blue_whiting,Medium_zooplankton,0.43812390585223276
3,Blue_whiting,Norwegian_ssh,0
3,Blue_whiting,Polar_cod,0
3,Blue_whiting,Unid_Fish,0
3,Blue_whiting,Unid_Plankton,0.24921224562324498
4,Blue_whiting,Large_phytop,0
4,Blue_whiting,Large_zooplankton,0.36895895527595846
4,Blue_whiting,Medium_zooplankton,0.36124923885445603
4,Blue_whiting,Norwegian_ssh,0
4,Blue_whiting,Polar_cod,0
4,Blue_whiting,Unid_Fish,0
4,Blue_whiting,Unid_Plankton,0.2697918058695857
5,Blue_whiting,Large_phytop,4.816782552257638e-154
5,Blue_whiting,Large_zooplankton,0.27475823686803824
5,Blue_whiting,Medium_zooplankton,0.39169726667495375
5,Blue_whiting,Norwegian_ssh,0
5,Blue_whiting,Polar_cod,0
5,Blue_whiting,Unid_Fish,0
5,Blue_whiting,Unid_Plankton,0.33354449645700807
6,Blue_whiting,Large_phytop,0
6,Blue_whiting,Large_zooplankton,0.5145731298789245
6,Blue_whiting,Medium_zooplankton,0.3734017507812479
6,Blue_whiting,Norwegian_ssh,0
6,Blue_whiting,Polar_cod,0
6,Blue_whiting,Unid_Fish,0
6,Blue_whiting,Unid_Plankton,0.11202511933982764
7,Blue_whiting,Large_phytop,0.01459549254412804
7,Blue_whiting,Large_zooplankton,0.5250188535442079
7,Blue_whiting,Medium_zooplankton,0.38002034425788567
7,Blue_whiting,Unid_Plankton,0.08036530965377854
8,Blue_whiting,Large_phytop,4.189313952637861e-191
8,Blue_whiting,Large_zooplankton,0.6105652729676266
8,Blue_whiting,Medium_zooplankton,0.2566636808464414
8,Blue_whiting,Unid_Plankton,0.13277104618593188
9,Blue_whiting,Large_phytop,0.0014401148812189803
9,Blue_whiting,Large_zooplankton,0.670023284919572
9,Blue_whiting,Medium_zooplankton,0.11619317973734014
9,Blue_whiting,Unid_Plankton,0.212343420461869
10,Blue_whiting,Large_phytop,8.638200581515325e-115
10,Blue_whiting,Large_zooplankton,0.6697912235465675
10,Blue_whiting,Medium_zooplankton,0.2512435511273133
10,Blue_whiting,Norwegian_ssh,0
10,Blue_whiting,Unid_Fish,0
10,Blue_whiting,Unid_Plankton,0.07896522532611926
11,Blue_whiting,Large_phytop,1.9688596740833196e-20
11,Blue_whiting,Large_zooplankton,0.7969110302325326
11,Blue_whiting,Medium_zooplankton,0.06967877919361494
11,Blue_whiting,Unid_Plankton,0.13341019057385242
12,Blue_whiting,Large_phytop,0.11031225059250507
12,Blue_whiting,Large_zooplankton,0.6676415465231296
12,Blue_whiting,Medium_zooplankton,0.09277027710787285
12,Blue_whiting,Unid_Plankton,0.1292759257764927
13,Blue_whiting,Large_phytop,3.995102607076526e-41
13,Blue_whiting,Large_zooplankton,0.6132645915201388
13,Blue_whiting,Medium_zooplankton,0.20552805143788658
13,Blue_whiting,Norwegian_ssh,0
13,Blue_whiting,Unid_Fish,0
13,Blue_whiting,Unid_Plankton,0.18120735704197458
14,Blue_whiting,Large_phytop,4.521736416116783e-64
14,Blue_whiting,Large_zooplankton,0.7055844707598473
14,Blue_whiting,Medium_zooplankton,0.057895513753921754
14,Blue_whiting,Unid_Plankton,0.23652001548623086
15,Blue_whiting,Large_phytop,3.054110326369484e-30
15,Blue_whiting,Large_zooplankton,0.7610488858122966
15,Blue_whiting,Medium_zooplankton,0.1694396737467681
15,Blue_whiting,Unid_Plankton,0.06951144044093527
16,Blue_whiting,Large_phytop,1.0193451589465613e-6
16,Blue_whiting,Large_zooplankton,0.6178404935254714
16,Blue_whiting,Medium_zooplankton,0.25947401746458215
16,Blue_whiting,Unid_Plankton,0.12268446966478724
17,Blue_whiting,Large_phytop,1.1587407179215125e-13
17,Blue_whiting,Large_zooplankton,0.6468640300245095
17,Blue_whiting,Medium_zooplankton,0.15483956318108197
17,Blue_whiting,Unid_Plankton,0.19829640679429275
