year,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe
25,5521409.284847753,3059891.32087834,1212966.7333618756,65552.21887137218,1209203.0068635198,5385504.483662202,3926747.4148730664,2725608.0520950104,3023675.5274326424,2662454.914817801,1468763.284191144
26,5354747.771707199,3066853.034841243,1299277.4336528436,79389.70540666141,1277458.6668222048,4944106.426125809,3845755.1576789147,3701549.035390483,3526526.0150754023,3365534.0278639724,856651.5358586418
27,5224853.703961323,2405851.946069193,1268169.2782561006,93235.23751116364,1419938.6792594495,4613962.130155603,3764881.9073209553,3137227.510491484,2893548.820192433,3014195.490860836,784148.0361410491
28,6507077.926153761,2385195.588275289,1315860.1942179326,129693.85363196074,1216874.4004833514,4793459.183554617,3807772.649558265,3964467.821904842,4173640.468012203,2348303.2526159077,813736.6006269449
29,4902876.174520746,1983461.0762161498,1148785.277225016,138556.820741123,1488156.261665467,5016092.246576412,4047388.617861834,3821658.9957853025,3357380.965848447,2752422.497911099,534333.6863811634
30,5010093.55844514,2346273.6274169795,1245560.8924798071,146715.5160539246,1196086.9257101845,4570406.809409062,4933431.212918699,3348819.1905820603,3449202.0241643735,2916898.331168991,493946.2252948492
31,4418329.6095037125,3636812.6964565213,1092493.315125915,109597.6318611827,1729196.6887138942,4677430.650874211,3688479.7611864856,5153852.806948071,2923792.566872423,2602993.302398857,428903.74235694576
32,4887676.800213448,3090946.554512459,1152812.4353691859,96180.01617486078,1712962.627298882,4673651.797964316,3962650.907417766,3592485.4856440537,3691222.6594374133,3297299.809691599,444874.81627096824
33,4541535.127098839,3158393.042919035,1163693.1192649966,56647.980724803274,1671440.9037468554,4905534.4764597425,4685083.046028541,4000753.4602233255,3483627.4577369243,3069859.2098576315,346661.8804354827
34,3881298.037597117,3273421.0765929474,1190394.487734326,112769.46680175167,1314211.5910194397,5694775.5841573235,4406821.413290094,5099765.10694489,3735490.545684508,3352761.485214814,327061.3213087051
35,5733892.731024585,4497452.164806733,1310066.122831333,451063.88052467554,1638479.8902606561,4689352.537496437,4803988.560731863,3795843.448332691,3116161.681261102,2987584.3162599127,233099.07308433182
36,4712014.6415340025,4138690.876676182,1017310.9278846678,520774.8453564886,1510191.6600223174,5157187.766471704,5284581.990511232,4240499.231261905,3557500.1375880428,3178735.87740476,266621.06103768287
37,5553658.542121435,3381191.4545353986,1203523.638421692,536439.7717899058,1645979.5348966527,5224788.390775021,5539322.985092106,4426239.992112735,3691810.491051343,3013510.906857895,275232.7461608099
38,5451589.0584798,4818339.315711022,1118014.6162897379,611563.2293182147,1753296.173486574,4877269.227418852,5122792.139133227,4376902.403337755,3100603.8821519963,2807096.592572142,299900.5724001084
39,6081984.814731387,6350762.799461776,1154524.5903525406,636131.6325992409,1761960.8038869826,4755214.7158713145,5223558.770316822,4342524.254286903,3585582.166043656,3242516.298822988,316673.38021619694
40,7195378.772335303,6096126.984940344,1083841.6149620835,348491.24747304694,1686866.2289566689,3961194.8650476583,4643404.543268577,3505055.382480836,3401493.9793056366,2583552.143349835,337217.013111921
41,6732108.389324951,4409297.129537948,1076417.8870616965,262197.13125662174,1444019.8613874756,3958725.644993012,4335677.467286341,3358195.762687348,4120866.998029615,2955798.7150901277,283654.2115809813
42,6739127.616540972,3535783.0303289047,1187609.3035235298,213508.21292747164,1585328.118578747,4432591.845231227,4314781.954094526,2755977.4067680025,4245763.539173691,3381521.431250277,377706.75440917484
43,6704946.277055932,4511605.667640064,1093780.039260493,176787.64686685303,1724420.4900991092,4259479.049041051,4206974.6331699565,2276277.2770299995,4221013.1243008915,3040421.870749665,468876.7078243535
44,6814017.697154079,4242982.053524562,1162830.2465027084,198299.0895222908,1805237.0207025933,4497928.317648189,3877312.3636178584,2130670.2569264453,4451821.616230036,3151137.7523075896,463281.3987190542
45,6269595.764162099,3007132.592205569,1070051.0141785024,222535.46940130953,1620527.411635788,3732009.094316573,4557088.075043233,2488123.5779747674,4176543.828967995,3326870.4712022725,453680.4685261001
46,6221726.031603879,4000809.121090494,1035410.3199891606,249268.94730090245,1818873.1160413655,5156012.413905081,5066263.632324244,2365469.8101266664,4099772.4781021196,3632414.224934507,547529.6221381611
47,7121311.344152943,5808957.860732269,1285818.9840541424,247114.37263613316,1587920.8516586057,4395961.991952066,4161677.7082320517,1641321.6172996303,3988512.25649981,3285065.3245325075,610763.6533272718
48,5799258.238732277,4497273.708032508,1004049.1796306089,290574.4713828476,1650999.6412614458,4675523.756845764,4282141.5846056575,1781466.7488416124,4023464.7341211326,3574881.021166173,605982.4251661838
49,5612364.995682033,4289419.673151482,1211704.7483448703,328923.8311827763,1657954.8015722036,4090742.0013546776,4197953.117696819,1598858.6669235497,4058446.040772415,2849896.750140309,766468.1881285122
50,4684198.200666054,6072218.018683346,1206548.538864677,523053.61140909855,1485976.4387319179,4368540.344227435,4163374.0601025326,1363424.990907974,3557912.3061994733,3132906.7964082323,774008.589661688
51,5136203.512787733,5055017.368894588,1266582.509262678,501307.7790719054,1701053.3399990625,4053596.523349957,4396232.092619153,1551923.9898728316,4261947.901931329,2880865.696514763,692112.758598804
52,5140412.973108035,5202932.497787807,1077043.4281426962,742749.5185914775,1360913.1260748121,4578662.834638002,5140553.999301252,1348461.3306965495,4104258.034871211,2946295.8466418553,636500.3193185129
53,4527530.348662428,3628352.6079139058,1281368.2365375487,751024.3077472496,1308657.523181701,4596814.750902388,4995435.388165938,1583262.9703809256,4161432.3568803803,3095462.4828813765,814757.6936104485
54,4605012.055139432,4391107.7343453765,1206337.577943186,958280.2984763006,1407239.039908624,5428425.958245355,5663338.545422712,1459500.9307763465,3925597.793783402,3429087.6426071995,709484.8986866006
55,5699027.643096449,4953210.042865151,951215.0525247725,551446.797016687,1598758.8684359198,4122316.756160098,5224629.876848505,1517999.7436583852,4069605.2744794935,3241584.40495134,751915.9071243358
56,5806851.815715696,4095010.8040242596,1287818.7787197111,529383.0425744279,1493556.7267626664,4726233.384670521,6601395.020971221,1128863.381570347,3634099.916359818,3519060.107562983,710665.9309363276
57,7335717.614874787,3200682.670829797,928694.2862475355,343162.33420815057,1863055.8531017222,4602482.941618861,5485468.9756267965,1484030.1268559382,3799718.134574235,3417603.3795443242,652672.2447337841
58,6895626.278015917,4729671.359570688,1141767.022132957,323946.1554378119,1539732.502973387,6066523.477449201,5589744.396809941,1448651.216421638,3623061.1854391447,3237189.306139067,751686.6091812899
59,7205917.666896739,4098613.9944901005,1106921.808280026,340225.94446082826,1728069.034623887,4811686.0920173405,4490797.75983054,1798545.6066983256,4045245.2825840064,2910328.6050900975,729458.8762200321
60,8357333.137402879,3738777.4400309096,1029648.1590448513,368303.7451310521,1980660.7977350573,4658269.550046187,5933192.285116848,1626418.939423939,3693153.194189964,2739379.0407801983,982461.9966722976
61,7058340.114801446,4681093.533804309,1177672.5585112,409046.1500787936,1405781.0687691586,5136847.5168359475,4946829.10639158,1622147.2517411516,5879367.354937182,2619648.555512887,1021883.6120862626
62,6949664.591818429,6003271.015317562,1073394.6274723466,462794.0998325744,1485232.0527485565,5656127.470803762,5502262.049262929,1749208.8327515617,4100568.714633063,3022542.9720695126,1385149.5839287792
63,6624041.388963632,5331219.221913405,903714.7329464703,449282.80987487215,1530721.619635487,4528695.620125587,5311957.586898261,1998262.440867121,4350263.04846326,3076596.1456974577,1319395.0677561641
64,7504137.283745335,3730279.8261333583,1168477.4827726323,434961.2154893576,1428260.6546839662,4816636.617351519,5392329.061891701,1580795.6405945795,4046568.879254703,3195824.9385626786,1763420.2667513816
65,6794469.955574404,3198724.342302557,1013812.2210150666,772093.3044015747,1684711.201829246,6073019.347081426,5829811.145305516,2017782.0835785964,4039584.87921829,3584640.1475213487,1934888.9139752407
66,5979819.635388764,2358900.1373328296,906104.0958640222,847028.3185222755,1714927.7367436434,4757505.311497138,6591142.474326695,1897401.595613691,4307134.7306710575,3354746.065811638,2359159.6203449476
67,6660774.574613387,4180882.220468974,916844.4807814161,965389.2871174983,1495247.798485684,4550002.363510469,5738765.733046478,1642622.4475866214,3676526.303949101,2845380.227713813,2827605.5840555485
68,7471104.396393032,4029746.42020835,951701.3146365505,893940.3429343313,1712794.9951705837,4634918.631565532,4932070.600103741,1274595.8941054295,4033860.7853381904,2923500.146511515,2769134.9692602004
69,7844730.225866589,3344064.928331029,1011429.1174048416,1007215.4105750228,1559770.4942606243,5253611.3169523,5852651.534522276,1618434.231520416,4407105.368042187,3500723.6598370257,3621269.4124980457
70,6705834.867770615,5627473.548056528,966792.7867600516,749492.363752246,1676527.1089763031,4967531.21218205,5881007.399686566,1520337.36375249,4353511.1065567145,2853437.9672058625,3982257.6786853303
71,6274325.521555025,3997998.1768354275,806324.4710771204,695855.8533699361,1651184.3874766184,4492476.344515851,5094861.683118707,1742777.8473320054,4548482.774996645,2941821.6293388307,4919290.6350577185
72,6519749.772983334,3058686.8109347727,885350.1686643233,656861.0816172508,1483971.7032172899,4891106.762019939,5005718.189364714,1486023.616922614,4625970.8933049925,2905967.412134148,4246106.902966937
73,6007143.198893554,3543927.7424261663,744563.6861513741,482573.2140188744,1579884.1282452391,4319459.559068231,5551897.687282834,1255382.5931587198,3843331.803902215,3632389.6705540773,7277343.918148903
74,6325005.06227067,5486852.595212809,871259.4876287633,512412.8128177483,1612741.7982499946,4672294.047940526,5996839.365995077,1414601.0406835722,4341390.450601566,2751522.243570431,6229801.412350173
75,5927952.708207025,4755800.89101441,1003194.0029279446,573767.8412608207,1528642.9748777258,5574582.202527676,5722788.954957281,1408236.7185438708,4856310.523419199,2853664.391190123,6867135.954755753
76,7755031.051470145,3767519.245658931,869476.9258356974,1131435.9597528882,1762842.984395649,4632886.533821029,4442446.795347782,886663.0682249399,5487570.906735256,2851605.265358527,7983697.1451699715
77,6608714.84566077,4879225.373641197,955498.6562602888,1526912.5008913423,1397083.5862115966,4684632.944462192,5133532.12043942,1029966.1405199838,4285166.257344479,2938420.232716785,9838998.683468731
78,7274489.8049886245,4656382.6944534015,890494.2308139774,1599344.046587387,1684535.6497189403,4521907.576506796,5514528.02572992,1117592.4408889362,4609734.5364924995,2953450.7911998667,9191264.934312807
79,6254891.415869499,4083769.997890124,833889.9964759281,1448252.149760745,1260988.1956705227,5232555.067855698,6121027.591843773,839828.8675152438,4895080.093592441,3098468.0149808694,8881486.82600547
80,5836394.874102203,5147474.428538849,917346.5459819714,1357397.7501654117,1820500.9758434533,4885778.880835417,6328850.5784854675,1013586.9722024327,5139246.199322622,2865518.9086621106,10375227.206969017
81,7460387.023040864,4049795.637517552,953851.5007834964,1152617.592898195,1359227.8574653505,4661598.926287748,5109325.691717007,667508.7863546987,4462355.2074921355,2795893.076658866,8797724.873986976
82,6270292.519126582,4042987.453147481,1003386.8846625573,922627.5746059574,1733568.0585426362,4625370.970431239,5435863.073355094,482410.8669064027,4168859.7543391273,2768882.5334635796,11813436.130785648
83,6473389.298842845,5259898.949772153,795189.4582229068,1042689.6462285786,1509887.0753839004,5050937.773008769,4829758.34616601,566117.6665148165,4812999.904090235,3374143.1819783156,10942143.73841403
84,6083537.949551848,4463346.890349823,813099.4037338763,808061.9509073487,1675857.734940641,4876659.077677558,4950619.736310022,306322.6312993633,4885597.206259552,2440950.547532087,10551278.20932244
85,7060648.302763815,4350549.846878013,956632.9506009929,769792.5105401219,1452857.6710564224,5146901.477088637,4995950.144315978,301385.93804169114,5093338.926672831,2473894.0348863574,12596010.606835261
86,6994402.127631955,3595531.0014509573,856903.5292593834,661535.3690440636,1480886.0086685526,4809804.982067953,4276123.422672024,289073.2914630074,4100527.2673926153,3109429.317941114,13069047.852902198
87,7183887.898558117,3591196.952036223,937539.554297477,592115.9941244945,1341680.7585614405,5606798.323047639,4483670.885989648,307205.6498746549,4963941.714165718,3676873.826954357,13640563.44293969
88,6246115.160266271,6534555.514953801,806405.628223601,493748.24543475045,1748275.0467603868,5055336.20767984,5188961.69244004,232862.4177708261,4871064.535225114,3835050.470792092,11668292.115802348
89,6653961.830645299,4417066.429878126,709212.4492805136,673293.285339425,1694568.662267932,4331201.515930356,4637232.2376795355,218674.5462477816,4513022.479898679,2858758.6222860725,13302225.552592099
90,6305764.179023202,3355054.577149905,836541.0578622513,655568.6509940438,1744664.0118829217,5237026.442051594,5869208.399392544,154168.2895700383,4306501.930218493,3109636.8338810974,12893468.34697324
91,7245901.757036733,4691422.489816742,870096.258491973,730607.4773980761,1567793.969591803,5717484.427831455,5731264.003636693,90990.97991884124,4259507.211842881,2589252.179319249,15514379.002048323
92,7353507.458488357,6475910.757406162,829236.5631854279,676923.4041545354,1453466.924705751,4472675.723026293,5952072.682560801,92490.7181743992,3696387.424589911,3596782.454521077,13495946.978617104
93,5764502.472444433,3217991.5469399304,764106.3619007976,647217.6804162567,1691283.350885717,3982801.839407835,6914524.994175383,67445.30448053895,4321127.990051188,3132108.1755910516,15983973.901665723
94,7266090.282913185,5343562.942509353,757417.0678683319,488539.7784724247,1514318.5871286513,4906452.70217641,6237075.143783683,47077.26337252369,4595987.594387934,3146499.25792506,13420380.832405187
95,5553446.1446157675,5345676.149448361,892083.5541639511,478299.0814011871,1674565.3201849195,5566111.3961130185,5368721.394243884,66337.07785941783,3666559.145833941,3591448.026735425,14329592.720545903
96,6549270.303220464,3770810.0600065817,858436.7376675963,485199.68024256214,1556867.4552808367,5794549.0155795105,5026729.475353918,59349.34624928929,3449422.4683677056,2928584.3638112736,12244087.415331468
97,6274510.169567399,3557210.0496474314,973110.412316019,367636.3925919358,1920934.2525359003,4193627.942269421,4727583.944503692,46841.51629668284,3967522.1812964305,3062670.2192044146,15707015.876952099
98,6818819.139139231,3283605.437435893,956755.8721366847,356013.41364726744,1660425.892461426,5094217.595081758,5381441.620951553,30716.68224146137,4612076.632697188,3144411.0836139056,13875435.532717947
99,6693142.754828462,2694414.061451969,939996.7073389817,364788.61375177355,1628886.0186938029,4843375.438556684,5063378.897852876,21600.321993357044,4400100.21967089,3154795.1887371754,13544434.438010229
100,7512271.929153318,4037208.722896526,851309.8427718729,321948.15082432545,1523666.0816474133,5574409.083664533,5268996.087816959,18577.675103169575,3881873.1134245964,3129481.2371960995,18281249.267049458
101,7166944.183257292,4884187.495065371,1031113.0598630918,243346.15665510617,1739103.2243480291,4308799.453529109,5798002.839627275,17276.718052113465,3603461.030377221,3106334.966525003,15213696.24160462
102,6669877.32734045,3358316.136762892,840207.5929236677,302999.4739863042,1974620.294230386,4711516.314726359,4630346.41815651,10784.373565524731,5065521.166342519,3455036.794071268,14567058.884679187
103,6814805.796072778,4189295.072587163,871254.0169156761,268634.9778002108,1479594.0648733848,4718075.954719959,5314224.596649608,10555.796862137831,4843383.3063372625,3137060.0206320304,14921383.250872545
104,6857902.495012759,3372338.20146655,843053.0735364683,222105.15201208563,1620625.776225395,5240497.251894565,4777777.876194154,17290.424415617043,4664386.828087448,3185153.467226134,14681037.73894823
105,6743760.688203213,5116111.912686943,1125231.077808443,267323.33409340784,1390723.4074707064,5499603.169392994,7447543.387269045,17925.476910467754,4353654.170625606,3133558.767965997,16132167.784109112
106,7178638.135260058,4159956.2041423246,958645.852278983,242324.6429832343,1606768.4350012583,4713765.811427744,5660750.721733499,11264.726790573042,4822701.1513946345,3387868.9702506983,18233332.204157174
107,9290152.38261691,4725233.933638911,901501.2093674409,233178.15006949293,1580489.58492588,5821270.5021067085,5227856.519782134,7476.831413921576,4034456.046828352,3410074.6706276764,14164872.765747162
108,6411624.037069297,4574793.787905051,799975.4335804621,242499.39917591578,1925327.1023641748,5720420.083220583,4875370.032286176,7041.744890540639,5137737.639831647,3026045.5460442267,14729415.75103705
109,7020495.22125637,4099100.0882905144,829346.0315877451,251198.27389640294,1778906.4791851453,5149447.894674222,5214570.463840933,6708.167594685926,4771052.063029199,3082441.913351852,15914951.618384074
110,7537156.050935568,3725176.5028856695,953444.9705606478,260601.2767577035,1446517.5115730867,4558222.063582332,5091499.669366808,6543.996171782807,4030396.0257728216,2929117.0533050727,16103799.154695768
111,6659826.166465456,5272313.583969978,737357.909895872,377295.1245616628,1661682.7928611238,4806914.173888192,6748199.743813835,3751.006771302268,4031179.5210874444,3577326.2346918187,15576453.821771733
112,7401819.049979193,4517768.7783918865,884421.9508656234,556977.1858185752,1561900.778515276,4434483.230760103,5330851.126241975,3256.143710898428,3850484.0791780762,4220286.161800758,16512475.978288945
113,6560307.210320129,5750036.805523967,807061.3429678277,789967.4650183112,1649358.4866376019,4701677.338131912,5749649.4714024365,5867.133921900624,3584361.036613143,4139173.396311704,14703144.538582167
114,6205582.450035554,4228927.187106797,983382.2346224838,831132.5640605255,1715969.6917125706,4490869.036879339,5924201.176036031,7461.436837993421,4366097.558941711,3754038.3577585346,13789198.652349202
115,6437005.212715754,4415708.388023222,932237.5317062865,756740.0602717727,1500832.9476240543,4432144.30819732,5636796.012769915,10870.72492960258,3808968.4755119393,3382331.4977153814,17257089.99029991
116,7650070.666606663,3806462.6173681463,904261.5530351783,760167.7824311084,1611471.768475002,5424992.246676692,5610436.010674119,17138.648418814897,4429829.602627497,4298293.3321476355,15124708.761980154
117,5832840.3669761745,3496478.952305752,763924.1434204462,758640.5525477267,1716525.0468035885,3993676.8194847805,5226348.521243126,20581.52886240962,4416137.249899673,3950984.702617289,17746051.70316641
118,7518211.024683931,3567827.9093892947,984624.6842922837,834216.7262707992,1897368.1920306971,5091818.812856241,5450524.25495623,29446.38148740985,4768708.393594863,2980931.354820431,14842255.23039096
119,5912893.455566982,5590290.300802844,812651.8843626454,547999.7276800232,1787279.3482280655,4775723.752294108,5706072.871874173,41878.32127354222,4243657.471190542,3867637.9637167463,17527733.755282585
120,7304126.283666839,6076496.222902966,915080.3741516053,684878.7756456381,1689817.8998755815,4241977.464290031,5584446.980790853,51332.36487723198,5291268.809207081,3179238.9685294977,15257030.233889403
121,6220915.549030248,4783344.864620006,901201.0812769267,647935.6826826659,1706399.0082521352,5509112.957806069,5442695.357186981,50383.549872379925,4702409.714390738,3911500.035595309,14761545.136234384
122,6681414.673903457,3934932.89523167,1003368.3997592698,591872.8838775157,1499076.880560373,5087669.18623351,4368160.004194516,66570.90116593656,4739480.464931393,3678517.6091707516,15279393.22438365
123,6326864.768649457,6056137.720613306,872778.1687348144,627872.6662308532,1517605.3067323877,4416494.279216261,5869666.381851039,75992.34254945512,5441628.361877988,4870889.713373213,17382965.926514365
124,5786065.655676711,6030707.545713448,767716.5289061703,672836.6380791011,1651879.6675234959,4517493.570762859,6141569.589497478,72518.18493978733,4596129.025143208,3695090.468376322,17154889.133996975
125,6942587.359375973,4701978.658515646,737750.1588016871,669418.8039250744,2012749.7188058104,4508880.241674012,5118128.821744406,95885.15779198955,5839297.504326182,4349899.070052503,17715315.311871085
126,6824743.765227634,3930259.352545649,870696.7828162061,736603.8481599822,1542269.767219443,5288758.587564093,6498407.854566038,93910.77101674091,3593151.697129733,3884257.224128766,17648860.24029331
127,6934927.019668477,4953086.363216266,850088.2727922817,827347.5441132833,1454113.1980961172,4462997.688267048,5221528.346689844,125815.47226344746,3877228.6664955835,3425928.923138347,14554751.771483866
128,7290114.6459184475,4660548.261392775,948234.4550293129,881295.0623046692,1716531.1847794626,4976905.545399208,5118953.232051866,126651.92599220476,4333213.227632396,3853774.3075828664,18195996.890974417
129,5606467.8749933615,3044469.6570832194,920536.6857392556,824286.0454036258,1579873.6418249586,4388541.489724838,5903977.006431383,145406.4336334013,4562874.5162708955,3942175.442032831,16720513.743761199
130,8730923.858728586,3908967.721708393,807334.7393695939,779735.7229019395,1566107.6396984519,4685479.003759323,5438302.92163603,149974.46163515217,5247736.117624331,3770657.919949056,16113359.554539535
131,6251607.039342974,4778276.109311465,738709.4764895568,769300.5800211565,1733700.3300301323,5207266.211350204,6045491.717247692,145100.38307782402,4918703.474879202,3447954.775860749,16103414.605918417
132,6426847.506150068,3766467.095827588,909377.6699858039,672053.6385048113,1635878.3811060044,4810432.463564506,5733485.99873403,149448.4864095699,5494866.273598687,3654676.145944147,16847497.125809327
133,7279052.243576837,4078241.865100147,859259.2074120848,770276.0536914726,1602450.893814041,4517303.618512809,5898302.898962725,150242.62698875624,5293620.206327693,3260376.973786508,15556993.951291457
134,7059600.474806112,3943941.6521889903,803054.4512057824,951196.3611297349,1756448.1291002582,4276180.348221044,5395745.889230594,177248.33728286767,5191891.907101264,3283043.190796482,17000627.4204246
135,6974908.552654139,3613387.256025818,840134.3438184926,898661.6367227825,1558260.7754097043,4468690.666697196,6830040.156366032,182824.57263632756,4768220.795305174,3751593.6647476368,14741200.13029068
136,5792715.041588723,5983801.75868114,1073969.8520778178,941140.252572349,1628813.818368606,4667411.148863048,4304326.245530724,204868.46644676483,5189844.41614728,4016200.556764768,17910095.394455533
137,6883275.00062079,5363742.262202481,915162.6746521406,1049330.0718108758,1775323.4566389455,5059507.794694507,5173830.370841114,240947.41154556695,4661206.017072985,3024037.085782689,17985253.123635788
138,7089707.685580964,4609881.745682683,831128.4477343326,1018674.2723332284,1537644.317157185,4730149.506420857,6586567.511715099,234345.68470392431,4457869.1233454235,3006313.1003649766,15875033.642437793
139,7280229.954112481,4737102.970828452,879864.7476925307,940093.776170106,1643393.3612883051,4922487.093261114,5086829.918989942,292136.51342661,4874075.440693214,3407865.947007787,17867294.582612768
140,6440827.707942064,3930658.534823884,1097304.688781111,1173585.4414037988,1495135.8308198794,5157855.674142081,5266759.210670268,243401.34338350606,4821815.0069439,3861191.186977609,16572965.643767478
141,5615463.689466634,4641951.928036357,889096.5098451962,1299761.194393369,1540372.1089645205,4464253.418600953,5196181.870168739,260785.13713509633,4888038.508336927,3002856.019813429,17543045.715620592
142,5503878.337300375,4251030.6745407265,940547.6751450266,1183615.3866712672,1608957.0658783084,5178644.211370016,5032370.667821719,223603.585853047,4311759.614865925,3421485.059281709,20694639.445465785
143,5544078.089048161,5649277.940929032,700527.4889332224,1347010.7184093844,2036464.3184257336,4146255.1173339905,5802908.480791211,246482.75447104403,4482763.2587704295,3357981.431175886,16295558.331198897
144,7249008.270438408,4477778.003457723,834199.5377407488,1257502.1407805672,1785181.5614154667,4150005.663626187,5879050.136729697,262857.41785907175,5183990.984372574,3463742.9455196946,17482111.339158077
