species,year,sizeclass1,sizeclass2,sizeclass3,sizeclass4,sizeclass5
Capelin,70,89,3896,3494,2494,27
Capelin,71,47,2033,5104,2798,21
Capelin,72,40,1775,4401,3743,40
Capelin,73,70,3737,3279,2876,38
Capelin,74,59,3537,3965,2416,20
Capelin,75,29,1704,4903,3333,30
Capelin,76,38,2227,3855,3829,51
Capelin,77,71,3822,3415,2656,34
Capelin,78,45,2103,4972,2855,22
Capelin,79,63,2737,3881,3279,35
Capelin,80,79,3434,3921,2541,27
Capelin,81,55,2371,4701,2850,24
Capelin,82,50,2187,4367,3363,33
Capelin,83,92,3964,3341,2572,30
Capelin,84,52,2259,4964,2707,20
Capelin,85,63,2708,3943,3252,34
Capelin,86,50,2144,4654,3120,32
Capelin,87,80,3478,3524,2886,31
Capelin,88,82,3552,4031,2318,20
Capelin,89,54,2326,4712,2882,25
Capelin,90,40,1766,4602,3556,36
Capelin,91,88,3805,3271,2802,35
Capelin,92,63,2850,4559,2511,20
Capelin,93,38,2014,4559,3353,31
Capelin,94,55,3343,3476,3085,39
Capelin,95,50,3015,4180,2728,27
Capelin,96,30,1782,4647,3501,36
Capelin,97,46,2427,3834,3645,48
Capelin,98,59,2754,4125,3022,37
Capelin,99,69,3013,4079,2812,28
Capelin,100,81,3565,3806,2522,23
Capelin,101,64,2751,4466,2697,22
Capelin,102,55,2393,4418,3104,30
Capelin,103,65,2867,4049,2986,31
Capelin,104,71,3072,4127,2704,25
Capelin,105,66,2873,4246,2789,25
Capelin,106,64,2784,4223,2901,28
Capelin,107,73,3146,4005,2748,27
Capelin,108,44,2445,4519,2963,27
Capelin,109,38,2279,4205,3437,38
Capelin,110,56,3403,3556,2949,36
Capelin,111,59,3450,3893,2571,25
Capelin,112,38,1958,4761,3211,30
Capelin,113,68,3189,3481,3222,38
Capelin,114,67,2903,4381,2624,26
Capelin,115,61,2645,4321,2946,27
Capelin,116,68,2937,4062,2900,30
Capelin,117,47,2048,4731,3143,30
Capelin,118,52,2256,4151,3498,40
Capelin,119,103,4475,3135,2259,25
Capelin,120,65,2813,4716,2387,16
Capelin,121,56,2427,4317,3171,30
Capelin,122,65,2830,4062,3012,34
Capelin,123,52,2866,4167,2885,27
Capelin,124,70,3053,4018,2827,28
Capelin,125,63,2718,4367,2826,27
Capelin,126,52,2304,4386,3226,32
Capelin,127,79,3436,3696,2758,30
Capelin,128,60,2667,4529,2719,23
Capelin,129,33,1475,4812,3640,36
Capelin,130,89,3852,3057,2960,37
Capelin,131,74,3193,4388,2325,19
Capelin,132,49,2196,4633,3092,28
Capelin,133,49,2703,3962,3248,36
Capelin,134,61,2671,4224,3009,34
Capelin,135,66,2883,4084,2934,32
Capelin,136,90,3950,3545,2388,22
Capelin,137,65,2935,4444,2533,21
Capelin,138,41,1814,4711,3399,32
Capelin,139,71,3109,3624,3156,38
Capelin,140,44,1912,4957,3057,30
Capelin,141,85,3703,3283,2896,32
Capelin,142,52,2794,4561,2569,21
Capelin,143,43,2406,4226,3292,34
Capelin,144,51,3005,3833,3075,36
Green_halibut,1,NA,1,433,6965,2294
Green_halibut,2,NA,5,123,6343,3287
Green_halibut,3,NA,NA,66,4990,4662
Green_halibut,4,NA,NA,96,4191,5379
Green_halibut,5,NA,NA,28,3763,5776
Green_halibut,6,NA,NA,3,4693,4860
Green_halibut,7,NA,NA,NA,3910,5547
Green_halibut,8,NA,NA,NA,2651,6765
Green_halibut,9,NA,NA,NA,1891,7427
Green_halibut,10,NA,NA,5,1588,7608
Green_halibut,11,NA,NA,NA,1529,7445
Green_halibut,12,NA,NA,6,1400,7425
Green_halibut,13,NA,NA,NA,1342,7384
Green_halibut,14,NA,NA,NA,1343,7334
Green_halibut,15,NA,NA,4,1398,7241
Green_halibut,16,NA,NA,NA,1449,7204
Green_halibut,17,NA,NA,NA,1427,7212
Green_halibut,18,NA,NA,NA,1459,7246
Green_halibut,19,NA,NA,3,1429,7262
Green_halibut,20,NA,NA,6,1354,7351
Green_halibut,21,NA,NA,NA,1354,7320
Green_halibut,22,NA,NA,NA,1373,7308
Green_halibut,23,NA,NA,NA,1292,7383
Green_halibut,24,NA,NA,NA,1308,7361
Green_halibut,25,NA,NA,NA,1257,7364
Green_halibut,26,NA,NA,NA,1218,7375
Green_halibut,27,NA,NA,2,1239,7354
Green_halibut,28,NA,NA,NA,1208,7378
Green_halibut,29,NA,NA,NA,1258,7342
Green_halibut,30,NA,NA,NA,1260,7343
Green_halibut,31,NA,NA,NA,1264,7319
Green_halibut,32,NA,NA,5,1250,7339
Green_halibut,33,NA,NA,NA,1239,7362
Green_halibut,34,NA,NA,5,1258,7363
Green_halibut,35,NA,NA,NA,1217,7375
Green_halibut,36,NA,NA,2,1229,7375
Green_halibut,37,NA,NA,NA,1229,7354
Green_halibut,38,NA,NA,4,1247,7394
Green_halibut,39,NA,NA,NA,1245,7347
Green_halibut,40,NA,NA,NA,1209,7346
Green_halibut,41,NA,NA,2,1225,7345
Green_halibut,42,NA,NA,NA,1234,7322
Green_halibut,43,NA,NA,NA,1198,7344
Green_halibut,44,NA,NA,NA,1188,7341
Green_halibut,45,NA,NA,NA,1200,7377
Green_halibut,46,NA,NA,NA,1215,7347
Green_halibut,47,NA,NA,NA,1207,7379
Green_halibut,48,NA,NA,NA,1198,7365
Green_halibut,49,NA,NA,NA,1242,7344
Green_halibut,50,NA,NA,NA,1169,7378
Green_halibut,51,NA,NA,4,1238,7318
Green_halibut,52,NA,NA,NA,1225,7384
Green_halibut,53,NA,NA,NA,1196,7404
Green_halibut,54,NA,NA,NA,1196,7369
Green_halibut,55,NA,NA,2,1259,7378
Green_halibut,56,NA,NA,NA,1266,7342
Green_halibut,57,NA,NA,3,1224,7388
Green_halibut,58,NA,NA,NA,1178,7433
Green_halibut,59,NA,NA,2,1188,7364
Green_halibut,60,NA,NA,NA,1197,7335
Green_halibut,61,NA,NA,5,1143,7338
Green_halibut,62,NA,NA,6,1142,7368
Green_halibut,63,NA,NA,NA,1202,7329
Green_halibut,64,NA,NA,NA,1173,7308
Green_halibut,65,NA,NA,NA,1199,7321
Green_halibut,66,NA,NA,NA,1277,7258
Green_halibut,67,NA,NA,4,1286,7232
Green_halibut,68,NA,NA,6,1337,7230
Green_halibut,69,NA,NA,7,1336,7261
Green_halibut,70,NA,NA,NA,1329,7282
Green_halibut,71,NA,NA,5,1336,7278
Green_halibut,72,NA,NA,NA,1314,7294
Green_halibut,73,NA,NA,5,1334,7258
Green_halibut,74,NA,NA,NA,1299,7308
Green_halibut,75,NA,NA,NA,1319,7263
Green_halibut,76,NA,NA,NA,1288,7298
Green_halibut,77,NA,NA,NA,1293,7263
Green_halibut,78,NA,NA,NA,1290,7305
Green_halibut,79,NA,NA,3,1325,7291
Green_halibut,80,NA,NA,NA,1288,7305
Green_halibut,81,NA,NA,3,1325,7303
Green_halibut,82,NA,NA,NA,1330,7319
Green_halibut,83,NA,NA,6,1323,7314
Green_halibut,84,NA,NA,NA,1329,7303
Green_halibut,85,NA,NA,NA,1323,7311
Green_halibut,86,NA,NA,4,1336,7304
Green_halibut,87,NA,NA,NA,1299,7280
Green_halibut,88,NA,NA,NA,1307,7323
Green_halibut,89,NA,NA,3,1333,7289
Green_halibut,90,NA,NA,NA,1368,7271
Green_halibut,91,NA,NA,NA,1330,7305
Green_halibut,92,NA,NA,NA,1335,7301
Green_halibut,93,NA,NA,NA,1308,7318
Green_halibut,94,NA,NA,NA,1303,7342
Green_halibut,95,NA,NA,4,1276,7306
Green_halibut,96,NA,NA,NA,1296,7294
Green_halibut,97,NA,NA,2,1290,7324
Green_halibut,98,NA,NA,4,1262,7338
Green_halibut,99,NA,NA,2,1291,7325
Green_halibut,100,NA,NA,NA,1272,7317
Green_halibut,101,NA,NA,NA,1242,7336
Green_halibut,102,NA,NA,NA,1270,7318
Green_halibut,103,NA,NA,NA,1311,7295
Green_halibut,104,NA,NA,NA,1288,7321
Green_halibut,105,NA,NA,NA,1298,7319
Green_halibut,106,NA,NA,NA,1355,7319
Green_halibut,107,NA,NA,NA,1308,7347
Green_halibut,108,NA,NA,NA,1295,7372
Green_halibut,109,NA,NA,4,1300,7390
Green_halibut,110,NA,NA,5,1323,7339
Green_halibut,111,NA,NA,4,1259,7407
Green_halibut,112,NA,NA,NA,1265,7449
Green_halibut,113,NA,NA,NA,1260,7430
Green_halibut,114,NA,NA,NA,1263,7438
Green_halibut,115,NA,NA,4,1257,7400
Green_halibut,116,NA,NA,2,1271,7404
Green_halibut,117,NA,NA,5,1311,7384
Green_halibut,118,NA,NA,NA,1290,7378
Green_halibut,119,NA,NA,4,1279,7382
Green_halibut,120,NA,NA,NA,1306,7373
Green_halibut,121,NA,NA,3,1289,7385
Green_halibut,122,NA,NA,4,1345,7348
Green_halibut,123,NA,NA,NA,1327,7316
Green_halibut,124,NA,NA,NA,1339,7367
Green_halibut,125,NA,NA,NA,1325,7428
Green_halibut,126,NA,NA,NA,1267,7410
Green_halibut,127,NA,NA,NA,1343,7396
Green_halibut,128,NA,NA,NA,1305,7407
Green_halibut,129,NA,NA,4,1250,7406
Green_halibut,130,NA,NA,NA,1270,7364
Green_halibut,131,NA,NA,NA,1286,7390
Green_halibut,132,NA,NA,6,1277,7377
Green_halibut,133,NA,NA,NA,1285,7402
Green_halibut,134,NA,NA,NA,1283,7370
Green_halibut,135,NA,NA,NA,1309,7339
Green_halibut,136,NA,NA,NA,1294,7355
Green_halibut,137,NA,NA,2,1294,7426
Green_halibut,138,NA,NA,6,1282,7391
Green_halibut,139,NA,NA,4,1269,7377
Green_halibut,140,NA,NA,NA,1311,7372
Green_halibut,141,NA,NA,NA,1277,7424
Green_halibut,142,NA,NA,4,1243,7478
Green_halibut,143,NA,NA,4,1268,7407
Green_halibut,144,NA,NA,NA,1259,7386
Haddock,1,NA,NA,2046,7582,356
Haddock,2,NA,NA,300,8121,1563
Haddock,3,NA,NA,16,5734,4180
Haddock,4,NA,NA,50,3470,6272
Haddock,5,NA,NA,4,1794,7698
Haddock,6,NA,NA,11,1348,7671
Haddock,7,NA,NA,9,868,7614
Haddock,8,NA,NA,7,796,7088
Haddock,9,NA,NA,14,724,6637
Haddock,10,NA,NA,7,696,6152
Haddock,11,NA,NA,99,874,5712
Haddock,12,NA,NA,11,1021,5409
Haddock,13,NA,NA,458,1614,4931
Haddock,14,NA,NA,23,2175,5029
Haddock,15,NA,NA,2,2814,5147
Haddock,16,NA,NA,7,1393,6682
Haddock,17,NA,NA,7,762,7063
Haddock,18,NA,NA,36,846,6789
Haddock,19,NA,NA,31,1066,6459
Haddock,20,NA,NA,46,1540,6110
Haddock,21,NA,NA,22,1739,6042
Haddock,22,NA,NA,293,1770,5954
Haddock,23,NA,NA,160,2116,5742
Haddock,24,NA,NA,58,3590,4906
Haddock,25,NA,NA,30,3159,5595
Haddock,26,NA,NA,32,2359,6472
Haddock,27,NA,NA,274,1974,6589
Haddock,28,NA,NA,2355,2011,4644
Haddock,29,NA,NA,70,6291,2980
Haddock,30,NA,NA,NA,5409,4313
Haddock,31,NA,NA,NA,2008,7527
Haddock,32,NA,NA,28,683,8116
Haddock,33,NA,NA,153,678,7496
Haddock,34,NA,NA,108,1736,6268
Haddock,35,NA,NA,6270,1485,1729
Haddock,36,NA,NA,157,8674,918
Haddock,37,NA,NA,1,6277,3624
Haddock,38,NA,NA,NA,2153,7579
Haddock,39,NA,NA,NA,544,8335
Haddock,40,NA,NA,16,311,7875
Haddock,41,NA,NA,33,350,7168
Haddock,42,NA,NA,112,759,6462
Haddock,43,NA,NA,47,1367,5740
Haddock,44,NA,NA,1981,1861,4091
Haddock,45,NA,NA,59,5507,2904
Haddock,46,NA,NA,4,5089,4187
Haddock,47,NA,NA,NA,2063,7068
Haddock,48,NA,NA,1562,814,6446
Haddock,49,NA,NA,391,4408,4162
Haddock,50,NA,NA,553,5795,3156
Haddock,51,NA,NA,959,4652,4008
Haddock,52,NA,NA,11,5318,4320
Haddock,53,NA,NA,NA,3704,6034
Haddock,54,NA,NA,NA,1177,8195
Haddock,55,NA,NA,NA,356,8067
Haddock,56,NA,NA,11,253,7495
Haddock,57,NA,NA,4,329,6860
Haddock,58,NA,NA,169,595,6249
Haddock,59,NA,NA,99,1043,5640
Haddock,60,NA,NA,1291,2030,4135
Haddock,61,NA,NA,46,4565,3353
Haddock,62,NA,NA,3,4506,4404
Haddock,63,NA,NA,NA,1878,6951
Haddock,64,NA,NA,NA,724,7663
Haddock,65,NA,NA,2309,508,5564
Haddock,66,NA,NA,113,5602,3028
Haddock,67,NA,NA,1,5611,3848
Haddock,68,NA,NA,NA,2138,7207
Haddock,69,NA,NA,NA,603,8085
Haddock,70,NA,NA,9,361,7730
Haddock,71,NA,NA,1,376,7134
Haddock,72,NA,NA,4,532,6679
Haddock,73,NA,NA,12,439,6299
Haddock,74,NA,NA,12,501,5859
Haddock,75,NA,NA,13,691,5329
Haddock,76,NA,NA,3720,898,2939
Haddock,77,NA,NA,109,6976,1523
Haddock,78,NA,NA,1,5745,3717
Haddock,79,NA,NA,NA,2045,7292
Haddock,80,NA,NA,NA,553,8097
Haddock,81,NA,NA,3,289,7680
Haddock,82,NA,NA,12,309,6973
Haddock,83,NA,NA,7,504,6545
Haddock,84,NA,NA,88,701,6070
Haddock,85,NA,NA,6,897,5836
Haddock,86,NA,NA,NA,1357,5456
Haddock,87,NA,NA,NA,718,5884
Haddock,88,NA,NA,7,398,5781
Haddock,89,NA,NA,1046,487,4710
Haddock,90,NA,NA,46,3548,3259
Haddock,91,NA,NA,NA,4255,4076
Haddock,92,NA,NA,NA,1681,6637
Haddock,93,NA,NA,NA,527,7297
Haddock,94,NA,NA,160,371,6750
Haddock,95,NA,NA,176,1116,5789
Haddock,96,NA,NA,5,2588,5243
Haddock,97,NA,NA,NA,2296,6048
Haddock,98,NA,NA,NA,966,7145
Haddock,99,NA,NA,2,513,7050
Haddock,100,NA,NA,6,481,6601
Haddock,101,NA,NA,30,689,6031
Haddock,102,NA,NA,16,932,5743
Haddock,103,NA,NA,14,1335,5516
Haddock,104,NA,NA,6,1268,5718
Haddock,105,NA,NA,125,1213,5834
Haddock,106,NA,NA,86,1455,5692
Haddock,107,NA,NA,6,2517,5124
Haddock,108,NA,NA,161,2245,5788
Haddock,109,NA,NA,8,1733,6595
Haddock,110,NA,NA,11,2137,6427
Haddock,111,NA,NA,2484,1344,5074
Haddock,112,NA,NA,49,5912,3156
Haddock,113,NA,NA,NA,4949,4671
Haddock,114,NA,NA,NA,1791,7659
Haddock,115,NA,NA,91,581,8021
Haddock,116,NA,NA,74,714,7418
Haddock,117,NA,NA,72,1917,6116
Haddock,118,NA,NA,6,2240,6025
Haddock,119,NA,NA,NA,1786,6572
Haddock,120,NA,NA,NA,893,7223
Haddock,121,NA,NA,12,542,6988
Haddock,122,NA,NA,261,704,6235
Haddock,123,NA,NA,8,1617,5512
Haddock,124,NA,NA,6,2299,5535
Haddock,125,NA,NA,527,1278,6077
Haddock,126,NA,NA,10,2211,5606
Haddock,127,NA,NA,14,2730,5749
Haddock,128,NA,NA,1,1248,7024
Haddock,129,NA,NA,139,892,6906
Haddock,130,NA,NA,21,1035,6674
Haddock,131,NA,NA,19,2079,5941
Haddock,132,NA,NA,NA,1496,6590
Haddock,133,NA,NA,93,1068,6804
Haddock,134,NA,NA,129,1041,6551
Haddock,135,NA,NA,13,2198,5608
Haddock,136,NA,NA,41,2406,5797
Haddock,137,NA,NA,NA,1537,6673
Haddock,138,NA,NA,160,1145,6916
Haddock,139,NA,NA,4,887,6952
Haddock,140,NA,NA,196,1488,6298
Haddock,141,NA,NA,3,1138,6622
Haddock,142,NA,NA,243,1593,6210
Haddock,143,NA,NA,174,1589,6268
Haddock,144,NA,NA,2,2667,5496
Long_rough_dab,1,5,2049,3797,3556,589
Long_rough_dab,2,1,2065,2962,3378,1594
Long_rough_dab,3,1,2036,2416,3248,2298
Long_rough_dab,4,1,1842,2282,3185,2674
Long_rough_dab,5,NA,1711,2081,3226,2969
Long_rough_dab,6,NA,1638,2002,3307,3033
Long_rough_dab,7,NA,1815,1906,3275,2982
Long_rough_dab,8,NA,1836,2003,3138,2993
Long_rough_dab,9,NA,1739,2195,3251,2783
Long_rough_dab,10,NA,1657,2233,3247,2837
Long_rough_dab,11,NA,1541,2256,3356,2819
Long_rough_dab,12,NA,1445,2283,3503,2738
Long_rough_dab,13,NA,1324,2242,3705,2694
Long_rough_dab,14,NA,1257,2126,3771,2815
Long_rough_dab,15,NA,1242,2061,3725,2933
Long_rough_dab,16,NA,1189,1986,3664,3129
Long_rough_dab,17,NA,1150,1892,3618,3305
Long_rough_dab,18,NA,1222,1911,3469,3360
Long_rough_dab,19,NA,1149,1843,3349,3624
Long_rough_dab,20,NA,1138,1856,3403,3555
Long_rough_dab,21,NA,1143,1826,3338,3648
Long_rough_dab,22,NA,1142,1810,3315,3683
Long_rough_dab,23,NA,1085,1756,3290,3820
Long_rough_dab,24,NA,1035,1752,3372,3802
Long_rough_dab,25,NA,1042,1745,3332,3835
Long_rough_dab,26,NA,1029,1705,3321,3895
Long_rough_dab,27,NA,1017,1723,3339,3880
Long_rough_dab,28,NA,953,1655,3370,3974
Long_rough_dab,29,NA,946,1671,3399,3931
Long_rough_dab,30,NA,939,1621,3311,4076
Long_rough_dab,31,NA,957,1582,3296,4111
Long_rough_dab,32,NA,924,1616,3320,4083
Long_rough_dab,33,NA,918,1578,3232,4211
Long_rough_dab,34,NA,951,1593,3212,4186
Long_rough_dab,35,NA,889,1546,3257,4250
Long_rough_dab,36,NA,926,1546,3207,4264
Long_rough_dab,37,NA,851,1505,3305,4283
Long_rough_dab,38,NA,907,1538,3209,4290
Long_rough_dab,39,NA,883,1509,3212,4336
Long_rough_dab,40,NA,873,1498,3181,4384
Long_rough_dab,41,NA,883,1494,3181,4382
Long_rough_dab,42,NA,885,1492,3145,4417
Long_rough_dab,43,NA,882,1509,3189,4360
Long_rough_dab,44,NA,884,1478,3200,4377
Long_rough_dab,45,NA,888,1551,3223,4279
Long_rough_dab,46,NA,849,1515,3203,4378
Long_rough_dab,47,NA,887,1542,3175,4347
Long_rough_dab,48,NA,880,1500,3164,4396
Long_rough_dab,49,NA,881,1534,3196,4334
Long_rough_dab,50,NA,931,1532,3177,4308
Long_rough_dab,51,NA,840,1482,3209,4408
