year,meantemp
1,2.0174999865571186
2,2.0174999865571186
3,2.0174999865571186
4,2.0174999865571186
5,2.0174999865571186
6,2.0174999865571186
7,2.0174999865571186
8,2.0174999865571186
9,2.0174999865571186
10,2.0174999865571186
11,2.0174999865571186
12,2.0174999865571186
13,2.0174999865571186
14,2.0174999865571186
15,2.0174999865571186
16,2.0174999865571186
17,2.0174999865571186
18,2.0174999865571186
19,2.0174999865571186
20,2.0174999865571186
21,2.0174999865571186
22,2.0174999865571186
23,2.0174999865571186
24,2.0174999865571186
25,2.0174999865571186
26,1.615590535620666
27,1.9080416826177888
28,2.1676062118534496
29,2.087091558552825
30,1.6685687951640076
31,1.6746146969162001
32,1.7563667345193303
33,1.8392265379515018
34,1.9731670608115446
35,2.1147113206251738
36,2.2566248812748317
37,2.0001352379331805
38,1.5702870201719141
39,1.5904418320284828
40,1.588789561316736
41,1.8824761564044492
42,1.980078383891775
43,2.007348793677361
44,1.9875948413237867
45,2.843543399379893
46,2.4299293869044325
47,2.22383678742916
48,2.2931230646292584
49,2.2931230646292584
50,1.9444559013156555
51,2.231329667855546
52,2.5863277008716095
53,2.631286629154585
54,2.7749097815986015
55,2.5379808449854613
56,2.379480028186643
57,2.5482711150294435
58,2.7186822025194135
59,2.481723021557007
60,1.9570682494269849
61,2.3563072376220693
63,2.8151709361817914
64,2.752044267164164
65,2.0822115649045108
66,2.1583424224353003
67,2.4609933916612263
68,2.6388595455276898
69,2.8385635183388165
70,2.4047168478443925
71,2.846744849479467
72,2.7212173269446693
73,2.6131262985537567
74,2.822399990518128
75,3.085710101900478
76,2.998596906983244
77,2.612595162967566
78,2.7167410995954917
79,3.0529542267429166
80,3.391086371125141
81,3.1307456016341875
82,2.971235645124681
83,3.352810190252138
84,3.0333774021631172
86,3.202527547842935
87,3.3820762358182868
88,2.9154894130678146
89,3.1756526255831314
90,2.780312530085433
91,2.4880299777240973
92,2.8505964965015873
93,2.9808943591913444
94,3.551521155000303
95,3.558293819692811
96,3.45595947918767
97,3.4570787872872746
98,3.464929509300855
99,3.342815450895197
100,3.2766461875664925
101,3.717304036606948
102,3.6164538514810474
103,3.662444190901443
104,3.754267849892764
105,3.715347333547107
106,3.4824100875353876
107,3.5287888545596955
108,3.6779223257618985
109,3.7603106418697654
110,3.6727010718827704
111,3.5610539526853375
112,3.458163871779644
113,3.8914817560465966
114,3.458163871779644
115,3.458163871779644
116,3.458163871779644
117,3.458163871779644
118,3.458163871779644
119,3.458163871779644
120,3.458163871779644
121,3.458163871779644
122,3.458163871779644
123,3.458163871779644
124,3.458163871779644
125,3.458163871779644
126,3.458163871779644
127,3.458163871779644
128,3.458163871779644
129,3.458163871779644
130,3.458163871779644
131,3.458163871779644
132,3.458163871779644
133,3.458163871779644
134,3.458163871779644
135,3.458163871779644
136,3.458163871779644
137,3.458163871779644
138,3.458163871779644
139,3.458163871779644
140,3.458163871779644
141,3.458163871779644
142,3.458163871779644
143,3.458163871779644
144,3.458163871779644
