species,year,sizeclass1,sizeclass2,sizeclass3,sizeclass4,sizeclass5
Capelin,136,NA,295,6019,3610,75
Capelin,137,NA,213,5587,4132,69
Capelin,138,NA,145,4725,5019,109
Capelin,139,NA,233,5205,4441,118
Capelin,140,NA,144,4939,4820,97
Capelin,141,NA,282,5600,4011,104
Capelin,142,NA,202,5500,4221,76
Capelin,143,NA,179,4933,4772,113
Capelin,144,NA,213,5211,4458,116
Green_halibut,1,NA,NA,250,6540,2802
Green_halibut,2,NA,NA,41,5377,4196
Green_halibut,3,NA,NA,29,4158,5353
Green_halibut,4,NA,NA,32,3477,5865
Green_halibut,5,NA,NA,9,3206,5959
Green_halibut,6,NA,NA,NA,3852,5346
Green_halibut,7,NA,NA,NA,2918,6214
Green_halibut,8,NA,NA,NA,1828,7198
Green_halibut,9,NA,NA,NA,1338,7618
Green_halibut,10,NA,NA,NA,1149,7585
Green_halibut,11,NA,NA,2,1069,7381
Green_halibut,12,NA,NA,NA,1001,7285
Green_halibut,13,NA,NA,3,1022,7217
Green_halibut,14,NA,NA,NA,988,7172
Green_halibut,15,NA,NA,NA,1033,7049
Green_halibut,16,NA,NA,NA,1064,7008
Green_halibut,17,NA,NA,NA,1025,7049
Green_halibut,18,NA,NA,NA,1046,7102
Green_halibut,19,NA,NA,NA,994,7182
Green_halibut,20,NA,NA,NA,979,7175
Green_halibut,21,NA,NA,NA,960,7180
Green_halibut,22,NA,NA,NA,975,7176
Green_halibut,23,NA,NA,NA,935,7191
Green_halibut,24,NA,NA,NA,902,7247
Green_halibut,25,NA,NA,NA,897,7184
Green_halibut,26,NA,NA,NA,902,7134
Green_halibut,27,NA,NA,NA,839,7185
Green_halibut,28,NA,NA,NA,855,7162
Green_halibut,29,NA,NA,NA,898,7114
Green_halibut,30,NA,NA,NA,893,7146
Green_halibut,31,NA,NA,NA,903,7116
Green_halibut,32,NA,NA,NA,906,7115
Green_halibut,33,NA,NA,NA,898,7123
Green_halibut,34,NA,NA,NA,910,7164
Green_halibut,35,NA,NA,NA,887,7109
Green_halibut,36,NA,NA,NA,914,7147
Green_halibut,37,NA,NA,NA,870,7136
Green_halibut,38,NA,NA,NA,903,7164
Green_halibut,39,NA,NA,NA,884,7107
Green_halibut,40,NA,NA,NA,886,7096
Green_halibut,41,NA,NA,NA,876,7147
Green_halibut,42,NA,NA,NA,862,7107
Green_halibut,43,NA,NA,NA,858,7128
Green_halibut,44,NA,NA,NA,892,7096
Green_halibut,45,NA,NA,NA,837,7154
Green_halibut,46,NA,NA,NA,853,7187
Green_halibut,47,NA,NA,NA,844,7164
Green_halibut,48,NA,NA,NA,852,7162
Green_halibut,49,NA,NA,NA,844,7164
Green_halibut,50,NA,NA,1,878,7141
Green_halibut,51,NA,NA,NA,889,7164
Green_halibut,52,NA,NA,NA,887,7150
Green_halibut,53,NA,NA,NA,857,7134
Green_halibut,54,NA,NA,NA,875,7181
Green_halibut,55,NA,NA,NA,893,7159
Green_halibut,56,NA,NA,NA,887,7128
Green_halibut,57,NA,NA,NA,832,7172
Green_halibut,58,NA,NA,NA,846,7157
Green_halibut,59,NA,NA,NA,855,7092
Green_halibut,60,NA,NA,NA,812,7110
Green_halibut,61,NA,NA,NA,808,7101
Green_halibut,62,NA,NA,NA,814,7129
Green_halibut,63,NA,NA,NA,809,7101
Green_halibut,64,NA,NA,NA,880,7062
Green_halibut,65,NA,NA,NA,901,7048
Green_halibut,66,NA,NA,NA,873,7042
Green_halibut,67,NA,NA,NA,917,7030
Green_halibut,68,NA,NA,NA,928,7098
Green_halibut,69,NA,NA,NA,930,7109
Green_halibut,70,NA,NA,NA,895,7089
Green_halibut,71,NA,NA,NA,947,7055
Green_halibut,72,NA,NA,NA,953,7086
Green_halibut,73,NA,NA,NA,939,7099
Green_halibut,74,NA,NA,1,945,7042
Green_halibut,75,NA,NA,NA,900,7072
Green_halibut,76,NA,NA,NA,906,7077
Green_halibut,77,NA,NA,NA,923,7011
Green_halibut,78,NA,NA,NA,926,7116
Green_halibut,79,NA,NA,NA,961,7111
Green_halibut,80,NA,NA,NA,972,7101
Green_halibut,81,NA,NA,NA,934,7121
Green_halibut,82,NA,NA,NA,912,7129
Green_halibut,83,NA,NA,NA,949,7128
Green_halibut,84,NA,NA,NA,950,7109
Green_halibut,85,NA,NA,1,931,7114
Green_halibut,86,NA,NA,NA,925,7118
Green_halibut,87,NA,NA,NA,948,7111
Green_halibut,88,NA,NA,NA,916,7128
Green_halibut,89,NA,NA,NA,915,7122
Green_halibut,90,NA,NA,NA,949,7098
Green_halibut,91,NA,NA,NA,957,7117
Green_halibut,92,NA,NA,NA,929,7118
Green_halibut,93,NA,NA,NA,923,7152
Green_halibut,94,NA,NA,NA,924,7106
Green_halibut,95,NA,NA,NA,922,7084
Green_halibut,96,NA,NA,NA,919,7100
Green_halibut,97,NA,NA,NA,901,7056
Green_halibut,98,NA,NA,NA,910,7075
Green_halibut,99,NA,NA,NA,885,7123
Green_halibut,100,NA,NA,NA,903,7132
Green_halibut,101,NA,NA,NA,902,7072
Green_halibut,102,NA,NA,NA,929,7029
Green_halibut,103,NA,NA,NA,916,7065
Green_halibut,104,NA,NA,NA,924,7085
Green_halibut,105,NA,NA,NA,908,7111
Green_halibut,106,NA,NA,1,932,7118
Green_halibut,107,NA,NA,NA,933,7177
Green_halibut,108,NA,NA,NA,949,7166
Green_halibut,109,NA,NA,NA,905,7197
Green_halibut,110,NA,NA,NA,915,7174
Green_halibut,111,NA,NA,NA,912,7225
Green_halibut,112,NA,NA,NA,895,7244
Green_halibut,113,NA,NA,NA,910,7183
Green_halibut,114,NA,NA,NA,894,7187
Green_halibut,115,NA,NA,NA,931,7191
Green_halibut,116,NA,NA,NA,903,7225
Green_halibut,117,NA,NA,NA,920,7186
Green_halibut,118,NA,NA,NA,897,7168
Green_halibut,119,NA,NA,NA,895,7197
Green_halibut,120,NA,NA,NA,926,7129
Green_halibut,121,NA,NA,NA,909,7177
Green_halibut,122,NA,NA,NA,936,7127
Green_halibut,123,NA,NA,NA,933,7197
Green_halibut,124,NA,NA,NA,928,7215
Green_halibut,125,NA,NA,NA,921,7245
Green_halibut,126,NA,NA,NA,895,7272
Green_halibut,127,NA,NA,NA,919,7173
Green_halibut,128,NA,NA,NA,888,7233
Green_halibut,129,NA,NA,NA,887,7181
Green_halibut,130,NA,NA,NA,928,7139
Green_halibut,131,NA,NA,NA,898,7157
Green_halibut,132,NA,NA,NA,916,7155
Green_halibut,133,NA,NA,NA,928,7138
Green_halibut,134,NA,NA,NA,910,7156
Green_halibut,135,NA,NA,1,964,7162
Green_halibut,136,NA,NA,1,919,7206
Green_halibut,137,NA,NA,NA,953,7199
Green_halibut,138,NA,NA,1,881,7206
Green_halibut,139,NA,NA,NA,916,7211
Green_halibut,140,NA,NA,2,943,7154
Green_halibut,141,NA,NA,NA,904,7208
Green_halibut,142,NA,NA,NA,898,7221
Green_halibut,143,NA,NA,NA,923,7214
Green_halibut,144,NA,NA,NA,943,7185
Haddock,1,NA,NA,1697,7910,380
Haddock,2,NA,NA,143,8167,1671
Haddock,3,NA,NA,138,5992,3824
Haddock,4,NA,NA,35,3817,6034
Haddock,5,NA,NA,55,2669,6991
Haddock,6,NA,NA,44,1767,7653
Haddock,7,NA,NA,33,1336,7748
Haddock,8,NA,NA,74,1181,7475
Haddock,9,NA,NA,46,1110,7178
Haddock,10,NA,NA,214,1107,6690
Haddock,11,NA,NA,67,1367,6321
Haddock,12,NA,NA,596,1940,5282
Haddock,13,NA,NA,173,2651,5006
Haddock,14,NA,NA,23,3987,4343
Haddock,15,NA,NA,50,2506,5890
Haddock,16,NA,NA,55,1495,6948
Haddock,17,NA,NA,136,1389,6992
Haddock,18,NA,NA,153,1482,6836
Haddock,19,NA,NA,202,1938,6437
Haddock,20,NA,NA,138,2326,6156
Haddock,21,NA,NA,589,2286,5865
Haddock,22,NA,NA,660,2486,5603
Haddock,23,NA,NA,359,4233,4402
Haddock,24,NA,NA,222,4532,4381
Haddock,25,NA,NA,222,3734,5254
Haddock,26,NA,NA,729,2851,5660
Haddock,27,NA,31,3001,2210,4176
Haddock,28,NA,NA,785,6074,2721
Haddock,29,NA,NA,30,7708,2053
Haddock,30,NA,NA,7,4256,5511
Haddock,31,NA,NA,139,1634,7781
Haddock,32,NA,NA,367,1128,7807
Haddock,33,NA,NA,433,1780,6878
Haddock,34,NA,3865,2697,1111,2013
Haddock,35,NA,NA,2488,6511,834
Haddock,36,NA,NA,42,8898,994
Haddock,37,NA,NA,NA,4728,5172
Haddock,38,NA,NA,3,1603,8021
Haddock,39,NA,NA,53,869,8368
Haddock,40,NA,NA,109,645,8174
Haddock,41,NA,NA,249,919,7567
Haddock,42,NA,NA,231,1386,6910
Haddock,43,NA,150,1940,1765,4850
Haddock,44,NA,NA,609,4936,3346
Haddock,45,NA,NA,63,6968,2338
Haddock,46,NA,NA,4,4159,5212
Haddock,47,NA,576,1191,1529,6044
Haddock,48,NA,NA,1540,3711,4146
Haddock,49,NA,NA,1409,5980,2275
Haddock,50,NA,NA,2174,5195,2386
Haddock,51,NA,NA,160,6900,2727
Haddock,52,NA,NA,3,6440,3437
Haddock,53,NA,NA,NA,2844,6936
Haddock,54,NA,NA,5,1054,8350
Haddock,55,NA,NA,60,650,8341
Haddock,56,NA,NA,22,634,8036
Haddock,57,NA,NA,275,781,7441
Haddock,58,NA,NA,297,1003,6927
Haddock,59,NA,12,1542,1843,4991
Haddock,60,NA,NA,393,4338,3771
Haddock,61,NA,NA,43,6192,2841
Haddock,62,NA,NA,2,3758,5327
Haddock,63,NA,NA,6,1741,7228
Haddock,64,NA,1395,1039,740,5860
Haddock,65,NA,NA,1298,4111,3758
Haddock,66,NA,NA,45,7257,2290
Haddock,67,NA,NA,NA,4298,5269
Haddock,68,NA,NA,10,1617,7747
Haddock,69,NA,NA,56,913,8126
Haddock,70,NA,NA,11,794,8030
Haddock,71,NA,NA,26,885,7726
Haddock,72,NA,NA,60,718,7532
Haddock,73,NA,NA,67,726,7148
Haddock,74,NA,NA,83,882,6646
Haddock,75,NA,1994,1740,661,3883
Haddock,76,NA,NA,1620,5151,2086
Haddock,77,NA,NA,36,7957,1492
Haddock,78,NA,NA,NA,4314,5136
Haddock,79,NA,NA,2,1545,7772
Haddock,80,NA,NA,24,847,8109
Haddock,81,NA,NA,56,628,7964
Haddock,82,NA,NA,46,766,7635
Haddock,83,NA,NA,191,878,7241
Haddock,84,NA,NA,61,1196,6958
Haddock,85,NA,NA,8,1902,6214
Haddock,86,NA,NA,6,1222,6546
Haddock,87,NA,NA,36,672,6730
Haddock,88,NA,114,1018,491,5758
Haddock,89,NA,NA,471,2881,4265
Haddock,90,NA,NA,23,5495,2985
Haddock,91,NA,NA,1,3260,5308
Haddock,92,NA,NA,6,1284,7112
Haddock,93,NA,NA,225,714,7230
Haddock,94,NA,NA,460,1053,6617
Haddock,95,NA,NA,73,2833,5807
Haddock,96,NA,NA,9,3437,5497
Haddock,97,NA,NA,8,1935,6909
Haddock,98,NA,NA,28,1061,7501
Haddock,99,NA,NA,55,878,7362
Haddock,100,NA,NA,157,955,6929
Haddock,101,NA,NA,114,1236,6537
Haddock,102,NA,NA,97,1738,6060
Haddock,103,NA,NA,54,1851,5980
Haddock,104,NA,NA,395,1580,5971
Haddock,105,NA,NA,414,1686,5863
Haddock,106,NA,NA,77,3259,4825
Haddock,107,NA,NA,486,3133,4921
Haddock,108,NA,NA,106,2771,5967
Haddock,109,NA,NA,96,3484,5485
Haddock,110,NA,477,2486,1582,4732
Haddock,111,NA,NA,733,5710,3014
Haddock,112,NA,NA,28,7339,2378
Haddock,113,NA,NA,NA,3894,5820
Haddock,114,NA,NA,198,1427,7870
Haddock,115,NA,NA,331,1125,7780
Haddock,116,NA,NA,336,2136,6587
Haddock,117,NA,NA,77,3047,5947
Haddock,118,NA,NA,8,2966,6085
Haddock,119,NA,NA,11,1819,7105
Haddock,120,NA,NA,76,1004,7542
Haddock,121,NA,NA,549,811,7012
Haddock,122,NA,NA,92,1934,6170
Haddock,123,NA,NA,49,3266,5188
Haddock,124,NA,NA,808,1780,5929
Haddock,125,NA,NA,121,2819,5519
Haddock,126,NA,NA,119,4086,4679
Haddock,127,NA,NA,18,2408,6376
Haddock,128,NA,NA,322,1470,6902
Haddock,129,NA,NA,208,1544,6841
Haddock,130,NA,NA,163,2820,5844
Haddock,131,NA,NA,11,2522,6274
Haddock,132,NA,NA,306,1695,6756
Haddock,133,NA,NA,519,1225,6886
Haddock,134,NA,NA,137,2716,5726
Haddock,135,NA,NA,256,3303,5224
Haddock,136,NA,NA,6,2692,6099
Haddock,137,NA,NA,391,1957,6542
Haddock,138,NA,NA,47,1602,7058
Haddock,139,NA,NA,386,2106,6205
Haddock,140,NA,NA,51,1904,6657
Haddock,141,NA,NA,459,2327,5949
Haddock,142,NA,NA,676,1914,6133
Haddock,143,NA,NA,37,3566,5227
Haddock,144,NA,NA,309,3257,5498
Long_rough_dab,1,6,2070,4456,3280,183
Long_rough_dab,2,3,1819,3916,3490,762
Long_rough_dab,3,3,1694,3810,3229,1260
Long_rough_dab,4,NA,1588,3647,3055,1705
Long_rough_dab,5,2,1506,3667,2876,1942
Long_rough_dab,6,1,1628,3414,2819,2128
Long_rough_dab,7,1,1780,3367,2647,2197
Long_rough_dab,8,NA,1779,3572,2533,2106
Long_rough_dab,9,NA,1632,3728,2569,2062
Long_rough_dab,10,1,1532,3835,2580,2053
Long_rough_dab,11,1,1450,3839,2598,2114
Long_rough_dab,12,1,1345,3779,2711,2156
Long_rough_dab,13,1,1267,3791,2858,2085
Long_rough_dab,14,1,1225,3613,2981,2167
Long_rough_dab,15,NA,1191,3520,3021,2263
Long_rough_dab,16,1,1192,3397,2968,2434
Long_rough_dab,17,1,1187,3348,2949,2512
Long_rough_dab,18,NA,1184,3365,2853,2597
Long_rough_dab,19,1,1142,3250,2861,2741
Long_rough_dab,20,1,1151,3195,2802,2852
Long_rough_dab,21,NA,1135,3106,2795,2966
Long_rough_dab,22,1,1097,3139,2814,2944
Long_rough_dab,23,1,1061,3163,2819,2953
Long_rough_dab,24,1,1039,3051,2859,3042
Long_rough_dab,25,NA,1037,3039,2859,3057
Long_rough_dab,26,NA,1038,3028,2860,3066
Long_rough_dab,27,NA,984,2997,2941,3066
Long_rough_dab,28,NA,1002,2967,2891,3131
Long_rough_dab,29,NA,945,2951,2921,3169
Long_rough_dab,30,1,934,2903,2934,3211
Long_rough_dab,31,NA,882,2870,2919,3324
Long_rough_dab,32,NA,924,2873,2927,3269
Long_rough_dab,33,NA,944,2787,2853,3412
Long_rough_dab,34,NA,908,2840,2900,3345
Long_rough_dab,35,NA,939,2788,2834,3432
Long_rough_dab,36,NA,910,2765,2870,3448
Long_rough_dab,37,NA,851,2773,2906,3460
Long_rough_dab,38,NA,870,2713,2887,3525
Long_rough_dab,39,NA,890,2778,2838,3484
Long_rough_dab,40,NA,878,2752,2884,3477
Long_rough_dab,41,NA,875,2740,2862,3511
Long_rough_dab,42,1,862,2706,2895,3523
Long_rough_dab,43,NA,859,2640,2855,3625
Long_rough_dab,44,1,855,2776,2815,3539
Long_rough_dab,45,1,847,2710,2919,3523
Long_rough_dab,46,1,886,2735,2896,3467
Long_rough_dab,47,NA,871,2812,2862,3450
Long_rough_dab,48,NA,898,2768,2840,3486
Long_rough_dab,49,NA,902,2701,2851,3537
Long_rough_dab,50,1,844,2746,2902,3497
Long_rough_dab,51,1,916,2785,2846,3444
Long_rough_dab,52,NA,868,2753,2888,3489
Long_rough_dab,53,NA,874,2729,2887,3495
Long_rough_dab,54,NA,863,2719,2906,3508
Long_rough_dab,55,NA,893,2668,2856,3577
Long_rough_dab,56,NA,819,2648,2892,3637
