species,year,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5
Capelin,70,89,3896,3494,2494,27
Capelin,71,47,2033,5104,2798,21
Capelin,72,40,1775,4401,3743,40
Capelin,73,70,3737,3279,2876,38
Capelin,74,59,3537,3965,2416,20
Capelin,75,29,1704,4903,3333,30
Capelin,76,38,2227,3855,3829,51
Capelin,77,71,3822,3415,2656,34
Capelin,78,45,2103,4972,2855,22
Capelin,79,63,2737,3881,3279,35
Capelin,80,79,3434,3921,2541,27
Capelin,81,55,2371,4701,2850,24
Capelin,82,50,2187,4367,3363,33
Capelin,83,92,3964,3341,2572,30
Capelin,84,52,2259,4964,2707,20
Capelin,85,63,2708,3943,3252,34
Capelin,86,50,2144,4654,3120,32
Capelin,87,80,3478,3524,2886,31
Capelin,88,82,3552,4031,2318,20
Capelin,89,54,2326,4712,2882,25
Capelin,90,40,1766,4602,3556,36
Capelin,91,88,3805,3271,2802,35
Capelin,92,63,2850,4559,2511,20
Capelin,93,38,2014,4559,3353,31
Capelin,94,55,3343,3476,3085,39
Capelin,95,50,3015,4180,2728,27
Capelin,96,30,1782,4647,3501,36
Capelin,97,46,2427,3834,3645,48
Capelin,98,59,2754,4125,3022,37
Capelin,99,69,3013,4079,2812,28
Capelin,100,81,3565,3806,2522,23
Capelin,101,64,2751,4466,2697,22
Capelin,102,55,2393,4418,3104,30
Capelin,103,65,2867,4049,2986,31
Capelin,104,71,3072,4127,2704,25
Capelin,105,66,2873,4246,2789,25
Capelin,106,64,2784,4223,2901,28
Capelin,107,73,3146,4005,2748,27
Capelin,108,44,2445,4519,2963,27
Capelin,109,38,2279,4205,3437,38
Capelin,110,56,3403,3556,2949,36
Capelin,111,59,3450,3893,2571,25
Capelin,112,38,1958,4761,3211,30
Capelin,113,68,3189,3481,3222,38
Capelin,114,67,2903,4381,2624,26
Capelin,115,61,2645,4321,2946,27
Capelin,116,68,2937,4062,2900,30
Capelin,117,47,2048,4731,3143,30
Capelin,118,52,2256,4151,3498,40
Capelin,119,103,4475,3135,2259,25
Capelin,120,65,2813,4716,2387,16
Capelin,121,56,2427,4317,3171,30
Capelin,122,65,2830,4062,3012,34
Capelin,123,52,2866,4167,2885,27
Capelin,124,70,3053,4018,2827,28
Capelin,125,63,2718,4367,2826,27
Capelin,126,52,2304,4386,3226,32
Capelin,127,79,3436,3696,2758,30
Capelin,128,60,2667,4529,2719,23
Capelin,129,33,1475,4812,3640,36
Capelin,130,89,3852,3057,2960,37
Capelin,131,74,3193,4388,2325,19
Capelin,132,49,2196,4633,3092,28
Capelin,133,49,2703,3962,3248,36
Capelin,134,61,2671,4224,3009,34
Capelin,135,66,2883,4084,2934,32
Capelin,136,90,3950,3545,2388,22
Capelin,137,65,2935,4444,2533,21
Capelin,138,41,1814,4711,3399,32
Capelin,139,71,3109,3624,3156,38
Capelin,140,44,1912,4957,3057,30
Capelin,141,85,3703,3283,2896,32
Capelin,142,52,2794,4561,2569,21
Capelin,143,43,2406,4226,3292,34
Capelin,144,51,3005,3833,3075,36
Green_halibut,1,1,4218,4670,947,133
Green_halibut,2,5,2603,6145,1109,105
Green_halibut,3,NA,1284,6839,1729,124
Green_halibut,4,NA,1220,6303,2308,132
Green_halibut,5,NA,1054,5767,2980,167
Green_halibut,6,NA,852,6325,2618,170
Green_halibut,7,NA,393,6709,2638,218
Green_halibut,8,NA,234,6507,2983,253
Green_halibut,9,NA,157,5585,3928,294
Green_halibut,10,NA,157,4838,4640,343
Green_halibut,11,NA,142,4554,4807,456
Green_halibut,12,NA,137,4296,5003,523
Green_halibut,13,NA,128,4170,5079,582
Green_halibut,14,NA,134,4133,5084,599
Green_halibut,15,NA,146,4111,5071,625
Green_halibut,16,NA,140,4223,4977,628
Green_halibut,17,NA,134,4253,4925,647
Green_halibut,18,NA,138,4349,4870,604
Green_halibut,19,NA,136,4330,4882,618
Green_halibut,20,NA,126,4231,5016,592
Green_halibut,21,NA,118,4234,4995,626
Green_halibut,22,NA,122,4268,4960,607
Green_halibut,23,NA,115,4143,5098,607
Green_halibut,24,NA,123,4143,5084,607
Green_halibut,25,NA,113,4067,5145,633
Green_halibut,26,NA,106,4007,5197,650
Green_halibut,27,NA,114,4043,5146,650
Green_halibut,28,NA,105,4012,5187,656
Green_halibut,29,NA,116,4046,5159,654
Green_halibut,30,NA,108,4094,5116,646
Green_halibut,31,NA,111,4072,5117,659
Green_halibut,32,NA,120,4028,5168,648
Green_halibut,33,NA,112,4021,5186,639
Green_halibut,34,NA,120,4076,5140,628
Green_halibut,35,NA,105,4019,5191,652
Green_halibut,36,NA,109,4062,5148,640
Green_halibut,37,NA,110,4014,5185,650
Green_halibut,38,NA,117,4088,5144,618
Green_halibut,39,NA,114,4029,5174,654
Green_halibut,40,NA,110,3962,5223,657
Green_halibut,41,NA,115,3998,5193,654
Green_halibut,42,NA,110,4036,5149,667
Green_halibut,43,NA,105,3976,5205,676
Green_halibut,44,NA,99,3979,5188,688
Green_halibut,45,NA,108,3979,5221,660
Green_halibut,46,NA,111,3977,5207,673
Green_halibut,47,NA,106,4009,5200,648
Green_halibut,48,NA,99,4004,5191,657
Green_halibut,49,NA,114,4023,5176,652
Green_halibut,50,NA,97,3935,5261,674
Green_halibut,51,NA,128,3950,5225,667
Green_halibut,52,NA,110,4018,5199,633
Green_halibut,53,NA,95,4035,5194,641
Green_halibut,54,NA,98,4002,5199,660
Green_halibut,55,NA,114,4107,5124,628
Green_halibut,56,NA,112,4104,5105,644
Green_halibut,57,NA,109,4070,5145,630
Green_halibut,58,NA,98,3985,5253,629
Green_halibut,59,NA,112,3949,5235,673
Green_halibut,60,NA,109,3958,5212,676
Green_halibut,61,NA,107,3854,5293,703
Green_halibut,62,NA,114,3829,5346,685
Green_halibut,63,NA,115,3924,5254,664
Green_halibut,64,NA,110,3866,5277,704
Green_halibut,65,NA,112,3897,5281,682
Green_halibut,66,NA,124,3990,5179,668
Green_halibut,67,NA,129,4009,5140,680
Green_halibut,68,NA,143,4088,5084,656
Green_halibut,69,NA,144,4109,5073,640
Green_halibut,70,NA,131,4114,5089,626
Green_halibut,71,NA,142,4108,5088,636
Green_halibut,72,NA,129,4088,5114,639
Green_halibut,73,NA,137,4126,5057,648
Green_halibut,74,NA,121,4103,5100,643
Green_halibut,75,NA,126,4131,5046,656
Green_halibut,76,NA,123,4078,5106,646
Green_halibut,77,NA,124,4059,5107,663
Green_halibut,78,NA,128,4044,5157,636
Green_halibut,79,NA,132,4136,5067,630
Green_halibut,80,NA,121,4069,5134,637
Green_halibut,81,NA,138,4103,5105,628
Green_halibut,82,NA,129,4156,5066,613
Green_halibut,83,NA,132,4144,5079,607
Green_halibut,84,NA,133,4107,5103,619
Green_halibut,85,NA,130,4103,5111,618
Green_halibut,86,NA,135,4143,5069,611
Green_halibut,87,NA,120,4094,5080,648
Green_halibut,88,NA,123,4101,5123,613
Green_halibut,89,NA,136,4115,5089,628
Green_halibut,90,NA,139,4171,5034,617
Green_halibut,91,NA,130,4125,5091,601
Green_halibut,92,NA,133,4117,5098,619
Green_halibut,93,NA,117,4151,5073,628
Green_halibut,94,NA,117,4163,5072,609
Green_halibut,95,NA,124,4059,5139,638
Green_halibut,96,NA,126,4075,5122,639
Green_halibut,97,NA,131,4064,5140,628
Green_halibut,98,NA,123,4052,5158,638
Green_halibut,99,NA,127,4082,5128,626
Green_halibut,100,NA,117,4065,5142,634
Green_halibut,101,NA,110,4029,5183,642
Green_halibut,102,NA,113,4085,5116,643
Green_halibut,103,NA,128,4104,5098,637
Green_halibut,104,NA,120,4096,5110,632
Green_halibut,105,NA,127,4074,5138,627
Green_halibut,106,NA,131,4200,5041,586
Green_halibut,107,NA,119,4141,5105,598
Green_halibut,108,NA,118,4112,5141,592
Green_halibut,109,NA,124,4131,5139,576
Green_halibut,110,NA,139,4106,5135,593
Green_halibut,111,NA,115,4109,5153,588
Green_halibut,112,NA,114,4110,5179,564
Green_halibut,113,NA,112,4104,5175,565
Green_halibut,114,NA,115,4088,5207,552
Green_halibut,115,NA,123,4038,5219,587
Green_halibut,116,NA,119,4093,5177,569
Green_halibut,117,NA,135,4125,5144,558
Green_halibut,118,NA,124,4088,5170,589
Green_halibut,119,NA,120,4099,5161,588
Green_halibut,120,NA,119,4155,5106,576
Green_halibut,121,NA,123,4113,5143,577
Green_halibut,122,NA,139,4159,5098,569
Green_halibut,123,NA,131,4124,5102,608
Green_halibut,124,NA,130,4174,5097,566
Green_halibut,125,NA,125,4180,5132,534
Green_halibut,126,NA,115,4073,5197,574
Green_halibut,127,NA,128,4210,5080,545
Green_halibut,128,NA,116,4191,5094,559
Green_halibut,129,NA,117,4078,5181,594
Green_halibut,130,NA,111,4133,5107,611
Green_halibut,131,NA,117,4138,5130,580
Green_halibut,132,NA,129,4083,5162,599
Green_halibut,133,NA,116,4124,5149,573
Green_halibut,134,NA,122,4070,5181,591
Green_halibut,135,NA,124,4127,5108,603
Green_halibut,136,NA,120,4114,5125,597
Green_halibut,137,NA,121,4135,5164,542
Green_halibut,138,NA,133,4070,5182,575
Green_halibut,139,NA,122,4079,5163,599
Green_halibut,140,NA,126,4123,5137,572
Green_halibut,141,NA,111,4141,5147,561
Green_halibut,142,NA,113,4101,5204,552
Green_halibut,143,NA,123,4077,5190,573
Green_halibut,144,NA,120,4017,5228,593
Haddock,1,31,7719,2230,4,NA
Haddock,2,NA,3480,6462,46,NA
Haddock,3,NA,951,8813,220,NA
Haddock,4,NA,365,8986,620,NA
Haddock,5,NA,129,8450,1401,NA
Haddock,6,NA,147,7513,2326,NA
Haddock,7,NA,112,6685,3189,4
Haddock,8,NA,121,5866,3983,17
Haddock,9,NA,144,5269,4540,35
Haddock,10,NA,121,4778,5017,66
Haddock,11,NA,316,4564,5015,93
Haddock,12,NA,233,4495,5125,128
Haddock,13,NA,804,4843,4203,125
Haddock,14,NA,481,5544,3811,132
Haddock,15,NA,270,6777,2819,108
Haddock,16,NA,131,6836,2921,101
Haddock,17,NA,130,6124,3639,93
Haddock,18,NA,236,5738,3923,87
Haddock,19,NA,286,5575,4029,83
Haddock,20,NA,378,5740,3794,75
Haddock,21,NA,345,6010,3558,69
Haddock,22,NA,718,5965,3245,53
Haddock,23,NA,873,5864,3178,54
Haddock,24,NA,851,6742,2357,37
Haddock,25,NA,521,7447,1982,35
Haddock,26,NA,409,7541,2007,31
Haddock,27,NA,784,7008,2162,29
Haddock,28,NA,3191,4964,1812,22
Haddock,29,NA,2318,6466,1181,10
Haddock,30,NA,569,8898,506,3
Haddock,31,NA,71,8743,1169,2
Haddock,32,NA,136,7090,2747,4
Haddock,33,NA,417,6028,3543,5
Haddock,34,NA,684,5684,3605,10
Haddock,35,2,7080,1975,920,1
Haddock,36,NA,4592,4976,407,NA
Haddock,37,NA,725,9081,169,NA
Haddock,38,NA,48,9099,829,NA
Haddock,39,NA,15,7202,2762,1
Haddock,40,NA,67,6043,3866,7
Haddock,41,NA,156,5134,4665,17
Haddock,42,NA,351,4809,4788,26
Haddock,43,NA,431,4747,4760,36
Haddock,44,NA,2567,4129,3244,38
Haddock,45,NA,1908,5778,2259,35
Haddock,46,NA,588,8330,1029,20
Haddock,47,NA,82,8329,1543,26
Haddock,48,NA,1806,5794,2346,28
Haddock,49,NA,2268,5743,1956,22
Haddock,50,NA,2203,6889,872,10
Haddock,51,NA,2433,6850,675,6
Haddock,52,NA,1002,8248,708,5
Haddock,53,NA,208,9121,642,1
Haddock,54,NA,17,8271,1694,NA
Haddock,55,NA,18,6430,3526,3
Haddock,56,NA,74,5431,4459,12
Haddock,57,NA,71,4803,5080,25
Haddock,58,NA,327,4515,5094,34
Haddock,59,NA,466,4301,5163,54
Haddock,60,NA,1935,4143,3848,57
Haddock,61,NA,1410,5601,2915,58
Haddock,62,NA,494,7924,1520,36
Haddock,63,NA,63,7960,1908,43
Haddock,64,NA,35,6858,3045,49
Haddock,65,1,2559,4434,2940,45
Haddock,66,NA,2914,4934,2096,36
Haddock,67,NA,734,8343,888,14
Haddock,68,NA,58,8561,1348,16
Haddock,69,NA,25,7057,2872,15
Haddock,70,NA,65,6031,3859,21
Haddock,71,NA,52,5273,4629,27
Haddock,72,NA,66,5017,4857,37
Haddock,73,NA,120,4463,5335,61
Haddock,74,NA,121,4123,5658,83
Haddock,75,NA,154,3914,5792,120
Haddock,76,1,4235,2279,3377,89
Haddock,77,NA,3489,4604,1824,59
Haddock,78,NA,653,8595,710,24
Haddock,79,NA,45,8650,1257,27
Haddock,80,NA,14,7019,2922,26
Haddock,81,NA,30,5897,4018,36
Haddock,82,NA,95,5000,4829,60
Haddock,83,NA,109,4777,5023,73
Haddock,84,NA,275,4496,5141,73
Haddock,85,NA,187,4522,5210,59
Haddock,86,NA,107,5002,4798,73
Haddock,87,NA,49,4857,4977,101
Haddock,88,NA,89,4242,5511,140
Haddock,89,NA,1312,3283,5215,168
Haddock,90,NA,1374,4289,4149,166
Haddock,91,NA,464,7250,2172,99
Haddock,92,NA,49,7382,2448,104
Haddock,93,NA,26,6195,3663,108
Haddock,94,NA,289,5094,4475,127
Haddock,95,NA,642,4633,4569,135
Haddock,96,NA,486,5844,3594,53
Haddock,97,NA,155,7016,2780,30
Haddock,98,NA,56,6578,3311,36
Haddock,99,NA,77,5608,4248,49
Haddock,100,NA,111,4992,4812,71
Haddock,101,NA,244,4602,5031,104
Haddock,102,NA,238,4671,4954,121
Haddock,103,NA,269,5006,4580,127
Haddock,104,NA,201,5299,4353,136
Haddock,105,NA,473,5255,4126,130
Haddock,106,NA,627,5174,4045,133
Haddock,107,NA,396,6078,3388,122
Haddock,108,NA,638,6573,2676,94
Haddock,109,NA,313,6850,2757,64
Haddock,110,NA,274,7176,2487,45
Haddock,111,NA,3095,4871,1995,29
Haddock,112,NA,2157,6255,1560,19
Haddock,113,NA,484,8784,708,4
Haddock,114,NA,42,8611,1329,5
Haddock,115,NA,192,6800,2983,2
Haddock,116,NA,349,5940,3691,6
Haddock,117,NA,600,5832,3546,11
Haddock,118,NA,320,6536,3117,15
Haddock,119,NA,116,6936,2915,19
Haddock,120,NA,61,6493,3392,27
Haddock,121,NA,146,5494,4291,42
Haddock,122,NA,615,4686,4618,59
Haddock,123,NA,348,5108,4450,85
Haddock,124,NA,245,6411,3252,76
Haddock,125,NA,946,5663,3297,82
Haddock,126,NA,461,5997,3445,79
Haddock,127,NA,318,7207,2403,57
Haddock,128,NA,99,6928,2884,69
Haddock,129,NA,392,5924,3598,70
Haddock,130,NA,320,5717,3866,74
Haddock,131,NA,378,6257,3301,50
Haddock,132,NA,112,6586,3236,49
Haddock,133,NA,362,6078,3490,53
Haddock,134,NA,623,5419,3881,60
Haddock,135,NA,447,5914,3562,58
Haddock,136,NA,485,6633,2800,52
Haddock,137,NA,106,6855,2969,55
Haddock,138,NA,416,6396,3124,46
Haddock,139,NA,167,6030,3732,62
Haddock,140,NA,498,6032,3403,59
Haddock,141,NA,178,6014,3720,72
Haddock,142,NA,525,6153,3249,58
Haddock,143,NA,789,5849,3289,60
Haddock,144,NA,341,6585,3004,57
Long_rough_dab,1,950,4901,4083,62,NA
Long_rough_dab,2,624,4404,4595,377,NA
Long_rough_dab,3,252,4201,4694,852,1
Long_rough_dab,4,145,3980,4637,1222,4
Long_rough_dab,5,105,3687,4647,1548,10
Long_rough_dab,6,88,3552,4642,1698,14
Long_rough_dab,7,75,3646,4526,1731,17
Long_rough_dab,8,65,3774,4309,1822,21
Long_rough_dab,9,52,3882,4300,1734,21
Long_rough_dab,10,48,3842,4293,1791,22
Long_rough_dab,11,40,3757,4365,1810,23
Long_rough_dab,12,42,3686,4470,1771,23
Long_rough_dab,13,35,3531,4616,1783,27
Long_rough_dab,14,29,3354,4758,1828,27
Long_rough_dab,15,33,3270,4773,1885,26
Long_rough_dab,16,28,3147,4793,2000,24
Long_rough_dab,17,33,3009,4778,2145,27
Long_rough_dab,18,35,3098,4621,2208,32
Long_rough_dab,19,28,2964,4552,2421,37
Long_rough_dab,20,30,2964,4589,2369,35
Long_rough_dab,21,36,2933,4554,2432,36
Long_rough_dab,22,36,2916,4548,2450,36
Long_rough_dab,23,29,2812,4562,2548,37
Long_rough_dab,24,28,2759,4650,2524,36
Long_rough_dab,25,28,2759,4606,2561,38
Long_rough_dab,26,28,2706,4612,2604,40
Long_rough_dab,27,25,2715,4624,2595,39
Long_rough_dab,28,24,2584,4676,2668,41
Long_rough_dab,29,26,2591,4686,2644,41
Long_rough_dab,30,25,2535,4637,2750,42
Long_rough_dab,31,23,2516,4604,2803,48
Long_rough_dab,32,22,2518,4619,2784,47
Long_rough_dab,33,26,2470,4554,2889,51
Long_rough_dab,34,26,2518,4546,2852,47
Long_rough_dab,35,22,2413,4593,2914,52
Long_rough_dab,36,26,2446,4542,2929,53
Long_rough_dab,37,24,2332,4655,2933,52
Long_rough_dab,38,21,2424,4553,2946,52
Long_rough_dab,39,21,2371,4553,2995,54
Long_rough_dab,40,17,2354,4541,3024,54
Long_rough_dab,41,22,2355,4539,3024,54
Long_rough_dab,42,21,2356,4498,3064,55
Long_rough_dab,43,25,2366,4547,3002,53
Long_rough_dab,44,28,2334,4567,3010,53
Long_rough_dab,45,20,2419,4560,2942,53
Long_rough_dab,46,17,2347,4581,3000,51
Long_rough_dab,47,22,2407,4543,2979,50
Long_rough_dab,48,25,2355,4562,2998,49
Long_rough_dab,49,21,2394,4573,2957,49
Long_rough_dab,50,24,2439,4540,2945,49
Long_rough_dab,51,19,2303,4600,3017,52
Long_rough_dab,52,23,2343,4600,2975,53
Long_rough_dab,53,22,2323,4605,2989,53
Long_rough_dab,54,21,2325,4600,2995,54
Long_rough_dab,55,24,2359,4587,2970,52
Long_rough_dab,56,26,2374,4493,3045,55
Long_rough_dab,57,24,2319,4515,3082,55
Long_rough_dab,58,26,2305,4571,3040,53
Long_rough_dab,59,22,2280,4536,3103,59
Long_rough_dab,60,21,2350,4581,2983,53
Long_rough_dab,61,24,2391,4465,3060,53
Long_rough_dab,62,16,2371,4539,3006,54
Long_rough_dab,63,22,2415,4533,2978,49
Long_rough_dab,64,21,2405,4568,2952,49
Long_rough_dab,65,22,2444,4555,2931,49
Long_rough_dab,66,20,2434,4534,2958,49
Long_rough_dab,67,19,2458,4562,2907,48
Long_rough_dab,68,22,2402,4565,2959,49
Long_rough_dab,69,25,2418,4584,2924,49
