fishery,area,year,species,type,inpN,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5
census,1,30,Blue_whiting,0,187,NA,0.0053475935828877,0.27807486631016043,0.7005347593582888,0.016042780748663103
census,1,31,Blue_whiting,0,807,NA,0.030978934324659233,0.44981412639405205,0.5154894671623296,0.0037174721189591076
census,1,32,Blue_whiting,0,813,NA,0.03444034440344403,0.4661746617466175,0.4956949569495695,0.0036900369003690036
census,1,33,Blue_whiting,0,810,NA,0.02345679012345679,0.4728395061728395,0.5024691358024691,0.0012345679012345679
census,1,34,Blue_whiting,0,810,NA,0.03580246913580247,0.46296296296296297,0.49876543209876545,0.0024691358024691358
census,1,35,Blue_whiting,0,826,NA,0.03026634382566586,0.4661016949152542,0.5024213075060533,0.0012106537530266344
census,1,36,Blue_whiting,0,824,NA,0.03398058252427184,0.47451456310679613,0.4878640776699029,0.0036407766990291263
census,1,37,Blue_whiting,0,833,NA,0.028811524609843937,0.4345738295318127,0.531812725090036,0.004801920768307323
census,1,38,Blue_whiting,0,827,NA,0.030229746070133012,0.44014510278113667,0.5259975816203144,0.0036275695284159614
census,1,39,Blue_whiting,0,815,NA,0.029447852760736196,0.452760736196319,0.5128834355828221,0.0049079754601227
census,1,40,Blue_whiting,0,822,NA,0.029197080291970802,0.4367396593673966,0.5279805352798054,0.006082725060827251
census,1,41,Blue_whiting,0,811,NA,0.02836004932182491,0.4254007398273736,0.5413070283600493,0.004932182490752158
census,1,42,Blue_whiting,0,804,NA,0.029850746268656716,0.4291044776119403,0.5373134328358209,0.0037313432835820895
census,1,43,Blue_whiting,0,827,NA,0.02539298669891173,0.42926239419588874,0.5417170495767836,0.0036275695284159614
census,1,44,Blue_whiting,0,804,NA,0.03109452736318408,0.44527363184079605,0.5199004975124378,0.0037313432835820895
census,1,45,Blue_whiting,0,815,NA,0.029447852760736196,0.452760736196319,0.5141104294478528,0.0036809815950920245
census,1,46,Blue_whiting,0,831,NA,0.030084235860409144,0.457280385078219,0.5102286401925391,0.0024067388688327317
census,1,47,Blue_whiting,0,808,NA,0.03217821782178218,0.44801980198019803,0.5173267326732673,0.0024752475247524753
census,1,48,Blue_whiting,0,815,NA,0.026993865030674847,0.4404907975460123,0.53128834355828225,0.001226993865030675
census,1,49,Blue_whiting,0,831,NA,0.030084235860409144,0.45607701564380265,0.5114320096269555,0.0024067388688327317
census,1,50,Blue_whiting,0,824,NA,0.03155339805825243,0.4550970873786408,0.5109223300970874,0.0024271844660194173
census,1,51,Blue_whiting,0,811,NA,0.032059186189889025,0.45376078914919854,0.5104808877928483,0.0036991368680641184
census,1,52,Blue_whiting,0,827,NA,0.030229746070133012,0.4655380894800484,0.5030229746070133,0.0012091898428053204
census,1,53,Blue_whiting,0,827,NA,0.037484885126964934,0.48125755743651755,0.4800483675937122,0.0012091898428053204
census,1,54,Blue_whiting,0,826,NA,0.03631961259079903,0.4745762711864407,0.4854721549636804,0.0036319612590799033
census,1,55,Blue_whiting,0,803,NA,0.034869240348692404,0.46326276463262767,0.49937733499377335,0.0024906600249066002
census,1,56,Blue_whiting,0,838,NA,0.031026252983293555,0.45704057279236276,0.5095465393794749,0.002386634844868735
census,1,57,Blue_whiting,0,811,NA,0.027127003699136867,0.43033292231812575,0.5388409371146733,0.0036991368680641184
census,1,58,Blue_whiting,0,821,NA,0.028014616321559074,0.42021924482338613,0.5420219244823387,0.0097442143727162
census,1,59,Blue_whiting,0,813,NA,0.025830258302583026,0.43296432964329645,0.5338253382533825,0.007380073800738007
census,1,60,Blue_whiting,0,808,NA,0.027227722772277228,0.4381188118811881,0.530940594059406,0.0037128712871287127
census,1,61,Blue_whiting,0,820,NA,0.02804878048780488,0.4304878048780488,0.5353658536585366,0.006097560975609756
census,1,62,Blue_whiting,0,796,NA,0.02763819095477387,0.41708542713567837,0.5489949748743719,0.00628140703517588
census,1,63,Blue_whiting,0,835,NA,0.02874251497005988,0.429940119760479,0.5365269461077844,0.004790419161676647
census,1,64,Blue_whiting,0,819,NA,0.02564102564102564,0.4261294261294261,0.5433455433455433,0.004884004884004884
census,1,65,Blue_whiting,0,829,NA,0.031363088057901084,0.45355850422195415,0.5138721351025332,0.0012062726176115801
census,1,66,Blue_whiting,0,825,NA,0.030303030303030304,0.44242424242424244,0.5236363636363637,0.0036363636363636364
census,1,67,Blue_whiting,0,818,NA,0.02567237163814181,0.4339853300733496,0.5354523227383863,0.004889975550122249
census,1,68,Blue_whiting,0,833,NA,0.028811524609843937,0.4549819927971189,0.5150060024009604,0.0012004801920768306
census,1,69,Blue_whiting,0,829,NA,0.028950542822677925,0.436670687575392,0.5295536791314838,0.0048250904704463205
census,1,70,Blue_whiting,0,824,NA,0.02912621359223301,0.46237864077669905,0.5060679611650486,0.0024271844660194173
census,1,71,Blue_whiting,0,811,NA,0.029593094944512947,0.45129469790382243,0.5166461159062885,0.002466091245376079
census,1,72,Blue_whiting,0,821,NA,0.02679658952496955,0.43239951278928135,0.535931790499391,0.0048721071863581
census,1,73,Blue_whiting,0,823,NA,0.030376670716889428,0.4349939246658566,0.5321992709599028,0.002430133657351154
census,1,74,Blue_whiting,0,816,NA,0.02696078431372549,0.4375,0.5318627450980392,0.003676470588235294
census,1,75,Blue_whiting,0,803,NA,0.031133250311332503,0.4383561643835616,0.526774595267746,0.0037359900373599006
census,1,76,Blue_whiting,0,823,NA,0.027946537059538274,0.43256379100850545,0.5358444714459295,0.0036452004860267314
census,1,77,Blue_whiting,0,829,NA,0.027744270205066344,0.4451145958986731,0.5235223160434258,0.0036188178528347406
census,1,78,Blue_whiting,0,821,NA,0.029232643118148598,0.4397076735688185,0.5261875761266748,0.0048721071863581
census,1,79,Blue_whiting,0,817,NA,0.028151774785801713,0.41615667074663404,0.5520195838433293,0.0036719706242350062
census,1,80,Blue_whiting,0,608,NA,0.03618421052631579,0.49506578947368424,0.46875,NA
census,1,30,Capelin,0,201,NA,NA,0.746268656716418,0.2537313432835821,NA
census,1,31,Capelin,0,199,0.020100502512562814,0.7989949748743719,0.12562814070351758,0.05527638190954774,NA
census,1,35,Capelin,0,994,0.004024144869215292,0.26458752515090544,0.613682092555332,0.11770623742454728,NA
census,1,36,Capelin,0,992,0.0030241935483870967,0.22983870967741934,0.6340725806451613,0.13306451612903225,NA
census,1,37,Capelin,0,994,0.0030181086519114686,0.22937625754527163,0.6086519114688129,0.158953722334004,NA
census,1,38,Capelin,0,199,0.01507537688442211,0.7185929648241206,0.18090452261306533,0.08542713567839195,NA
census,1,41,Capelin,0,989,0.0020222446916076846,0.24064711830131447,0.596562184024267,0.16076845298281092,NA
