year,meantemp
1,0.443892552306424
2,0.443892552306424
3,0.443892552306424
4,0.443892552306424
5,0.443892552306424
6,0.443892552306424
7,0.443892552306424
8,0.443892552306424
9,0.443892552306424
10,0.443892552306424
11,0.443892552306424
12,0.443892552306424
13,0.443892552306424
14,0.443892552306424
15,0.443892552306424
16,0.443892552306424
17,0.443892552306424
18,0.443892552306424
19,0.443892552306424
20,0.443892552306424
21,0.443892552306424
22,0.443892552306424
23,0.443892552306424
24,0.443892552306424
25,0.443892552306424
26,0.14869321390188334
27,0.318957964078657
28,0.5326959268450833
29,0.5460533815760542
30,0.42799696673531207
31,0.4932479743429442
32,0.5490321219421285
33,0.63999885463512
34,0.7413917314005652
35,0.8175822419913132
36,0.9256787577317436
37,0.8319603925386191
38,0.6806568099684456
39,0.7254175592251817
40,0.749209451671166
41,0.8902110303332174
42,0.9563094733557446
43,0.9869931732692045
44,1.0079554367817556
45,0.9899672090667688
46,0.7771919469377959
47,0.6912258186844142
48,0.8229434741827961
49,0.8229434741827961
50,0.689946353386683
51,0.7775550002536741
52,0.9556505713546429
53,1.0348254053062096
54,1.1636218613507128
55,1.107174781740273
56,0.9848193970399733
57,0.9980170893932789
58,1.09373481695462
59,0.9539057258171646
60,0.6680660756772612
61,0.82615581590854
63,1.1560818246977267
64,1.1094815355663215
65,0.7330454959431506
66,0.7559689385358801
67,0.9236634383826852
68,0.9807723555686249
69,1.0352867146337073
70,0.8409646478801499
71,1.0478920613219689
72,0.9971351597159913
73,0.9172320455816682
74,1.0218625264133985
75,1.177065277152969
76,1.137475375303085
77,0.9722224147842747
78,0.9808171659106842
79,1.2126526354854903
80,1.4361585293511925
81,1.323853757071886
82,1.2111238238747204
83,1.3536478285595148
84,1.2452305114438746
86,1.3436734101767265
87,1.4473590975635504
88,1.2101762032009498
89,1.331499117161304
90,1.1050841855986662
91,0.9638332940227308
92,1.1262293677677875
93,1.1750050854812477
94,1.4903876501236408
95,1.5598479684217768
96,1.511351535852441
97,1.5211407093356377
98,1.5154411772153034
99,1.473523707110038
100,1.4278744118657967
101,1.5951230109150787
102,1.6345384542612373
103,1.6971779382342445
104,1.6331045011038674
105,1.609931486459801
106,1.5154109414447852
107,1.5691055125324753
108,1.6456529479611293
109,1.7053333391925152
110,1.5694536440283617
111,1.5174016839231468
112,1.43101854004958
113,1.637425755245869
114,1.43101854004958
115,1.43101854004958
116,1.43101854004958
117,1.43101854004958
118,1.43101854004958
119,1.43101854004958
120,1.43101854004958
121,1.43101854004958
122,1.43101854004958
123,1.43101854004958
124,1.43101854004958
125,1.43101854004958
126,1.43101854004958
127,1.43101854004958
128,1.43101854004958
129,1.43101854004958
130,1.43101854004958
131,1.43101854004958
132,1.43101854004958
133,1.43101854004958
134,1.43101854004958
135,1.43101854004958
136,1.43101854004958
137,1.43101854004958
138,1.43101854004958
139,1.43101854004958
140,1.43101854004958
141,1.43101854004958
142,1.43101854004958
143,1.43101854004958
144,1.43101854004958
