species,year,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5
Capelin,136,NA,295,6019,3610,75
Capelin,137,NA,213,5587,4132,69
Capelin,138,NA,145,4725,5019,109
Capelin,139,NA,233,5205,4441,118
Capelin,140,NA,144,4939,4820,97
Capelin,141,NA,282,5600,4011,104
Capelin,142,NA,202,5500,4221,76
Capelin,143,NA,179,4933,4772,113
Capelin,144,NA,213,5211,4458,116
Green_halibut,1,NA,3304,5204,1252,215
Green_halibut,2,NA,1498,6609,1668,193
Green_halibut,3,NA,767,6599,2386,226
Green_halibut,4,NA,885,5757,3034,282
Green_halibut,5,NA,724,5356,3499,375
Green_halibut,6,NA,442,6131,3028,361
Green_halibut,7,NA,206,6351,2990,412
Green_halibut,8,NA,133,5703,3632,492
Green_halibut,9,NA,100,4773,4573,504
Green_halibut,10,NA,82,4207,5055,601
Green_halibut,11,NA,81,3946,5141,783
Green_halibut,12,NA,70,3773,5236,861
Green_halibut,13,NA,93,3748,5211,895
Green_halibut,14,NA,80,3675,5242,934
Green_halibut,15,NA,84,3644,5218,984
Green_halibut,16,NA,81,3754,5094,1002
Green_halibut,17,NA,75,3759,5086,1007
Green_halibut,18,NA,79,3803,5089,961
Green_halibut,19,NA,68,3789,5132,953
Green_halibut,20,NA,65,3751,5167,939
Green_halibut,21,NA,66,3689,5216,957
Green_halibut,22,NA,67,3731,5183,955
Green_halibut,23,NA,63,3674,5233,956
Green_halibut,24,NA,61,3631,5312,932
Green_halibut,25,NA,62,3600,5289,981
Green_halibut,26,NA,63,3562,5291,1016
Green_halibut,27,NA,57,3504,5358,1011
Green_halibut,28,NA,54,3538,5318,1031
Green_halibut,29,NA,63,3549,5285,1038
Green_halibut,30,NA,61,3589,5270,1012
Green_halibut,31,NA,63,3552,5299,1013
Green_halibut,32,NA,64,3552,5295,1027
Green_halibut,33,NA,63,3536,5311,1015
Green_halibut,34,NA,64,3587,5297,990
Green_halibut,35,NA,71,3497,5321,1044
Green_halibut,36,NA,63,3623,5249,1009
Green_halibut,37,NA,58,3510,5333,1025
Green_halibut,38,NA,62,3596,5283,979
Green_halibut,39,NA,62,3502,5329,1033
Green_halibut,40,NA,62,3499,5339,1032
Green_halibut,41,NA,65,3516,5335,1014
Green_halibut,42,NA,60,3475,5341,1046
Green_halibut,43,NA,55,3488,5351,1038
Green_halibut,44,NA,62,3521,5306,1045
Green_halibut,45,NA,54,3455,5393,1027
Green_halibut,46,NA,53,3536,5345,1000
Green_halibut,47,NA,57,3428,5432,1025
Green_halibut,48,NA,55,3477,5386,1026
Green_halibut,49,NA,60,3451,5403,1016
Green_halibut,50,NA,69,3500,5344,1022
Green_halibut,51,NA,61,3577,5299,997
Green_halibut,52,NA,62,3523,5342,1004
Green_halibut,53,NA,61,3430,5418,1018
Green_halibut,54,NA,57,3554,5327,996
Green_halibut,55,NA,62,3533,5347,997
Green_halibut,56,NA,58,3573,5278,1021
Green_halibut,57,NA,50,3485,5375,1021
Green_halibut,58,NA,55,3486,5355,1035
Green_halibut,59,NA,62,3426,5375,1067
Green_halibut,60,NA,52,3389,5413,1070
Green_halibut,61,NA,50,3400,5392,1088
Green_halibut,62,NA,59,3411,5407,1061
Green_halibut,63,NA,50,3396,5412,1066
Green_halibut,64,NA,64,3477,5328,1050
Green_halibut,65,NA,65,3501,5309,1049
Green_halibut,66,NA,62,3455,5342,1062
Green_halibut,67,NA,65,3551,5262,1062
Green_halibut,68,NA,69,3628,5227,1021
Green_halibut,69,NA,66,3600,5266,999
Green_halibut,70,NA,62,3547,5281,1041
Green_halibut,71,NA,67,3616,5215,1033
Green_halibut,72,NA,75,3627,5224,1013
Green_halibut,73,NA,67,3609,5261,999
Green_halibut,74,NA,81,3550,5260,1046
Green_halibut,75,NA,63,3569,5243,1057
Green_halibut,76,NA,65,3545,5270,1042
Green_halibut,77,NA,66,3554,5228,1082
Green_halibut,78,NA,64,3633,5227,990
Green_halibut,79,NA,69,3652,5235,979
Green_halibut,80,NA,72,3676,5205,985
Green_halibut,81,NA,72,3586,5290,991
Green_halibut,82,NA,63,3589,5288,997
Green_halibut,83,NA,72,3637,5244,981
Green_halibut,84,NA,68,3635,5248,986
Green_halibut,85,NA,74,3571,5304,998
Green_halibut,86,NA,64,3606,5267,996
Green_halibut,87,NA,74,3639,5244,985
Green_halibut,88,NA,63,3588,5289,1006
Green_halibut,89,NA,63,3592,5280,1001
Green_halibut,90,NA,69,3629,5235,993
Green_halibut,91,NA,67,3677,5213,978
Green_halibut,92,NA,75,3548,5325,991
Green_halibut,93,NA,65,3600,5302,969
Green_halibut,94,NA,65,3615,5245,1007
Green_halibut,95,NA,64,3602,5249,1025
Green_halibut,96,NA,68,3588,5265,1023
Green_halibut,97,NA,64,3491,5336,1050
Green_halibut,98,NA,64,3541,5295,1030
Green_halibut,99,NA,61,3557,5297,1016
Green_halibut,100,NA,62,3591,5279,1007
Green_halibut,101,NA,63,3540,5279,1044
Green_halibut,102,NA,67,3536,5277,1053
Green_halibut,103,NA,65,3550,5270,1036
Green_halibut,104,NA,66,3584,5271,1012
Green_halibut,105,NA,66,3514,5353,997
Green_halibut,106,NA,76,3580,5304,987
Green_halibut,107,NA,64,3660,5264,943
Green_halibut,108,NA,66,3663,5265,939
Green_halibut,109,NA,62,3591,5337,949
Green_halibut,110,NA,69,3563,5352,956
Green_halibut,111,NA,63,3637,5321,926
Green_halibut,112,NA,62,3562,5410,908
Green_halibut,113,NA,73,3533,5391,949
Green_halibut,114,NA,62,3554,5372,963
Green_halibut,115,NA,74,3596,5352,925
Green_halibut,116,NA,71,3589,5356,928
Green_halibut,117,NA,72,3603,5326,945
Green_halibut,118,NA,63,3540,5365,975
Green_halibut,119,NA,62,3576,5344,962
Green_halibut,120,NA,75,3547,5337,979
Green_halibut,121,NA,63,3588,5339,965
Green_halibut,122,NA,67,3595,5294,986
Green_halibut,123,NA,67,3602,5352,920
Green_halibut,124,NA,65,3624,5326,921
Green_halibut,125,NA,65,3609,5373,891
Green_halibut,126,NA,68,3584,5397,908
Green_halibut,127,NA,64,3606,5320,955
Green_halibut,128,NA,62,3592,5348,934
Green_halibut,129,NA,66,3543,5359,966
Green_halibut,130,NA,66,3584,5315,980
Green_halibut,131,NA,71,3531,5361,968
Green_halibut,132,NA,64,3588,5309,981
Green_halibut,133,NA,74,3578,5310,976
Green_halibut,134,NA,64,3560,5338,972
Green_halibut,135,NA,78,3681,5243,939
Green_halibut,136,NA,74,3618,5314,946
Green_halibut,137,NA,67,3671,5293,905
Green_halibut,138,NA,67,3545,5376,961
Green_halibut,139,NA,65,3573,5385,917
Green_halibut,140,NA,81,3567,5349,947
Green_halibut,141,NA,62,3584,5362,942
Green_halibut,142,NA,62,3573,5375,928
Green_halibut,143,NA,72,3567,5387,912
Green_halibut,144,NA,70,3590,5362,918
Haddock,1,31,7089,2866,1,NA
Haddock,2,NA,3047,6906,30,NA
Haddock,3,NA,1107,8735,138,NA
Haddock,4,NA,337,9234,416,NA
Haddock,5,NA,312,8775,892,NA
Haddock,6,NA,157,8325,1500,NA
Haddock,7,NA,159,7630,2197,NA
Haddock,8,NA,193,6967,2824,1
Haddock,9,NA,181,6422,3371,7
Haddock,10,NA,313,5926,3739,15
Haddock,11,NA,322,5673,3965,27
Haddock,12,76,844,5391,3637,33
Haddock,13,NA,846,5617,3475,41
Haddock,14,NA,963,6398,2588,37
Haddock,15,NA,258,7203,2489,38
Haddock,16,NA,193,7134,2632,36
Haddock,17,NA,249,6979,2721,31
Haddock,18,NA,341,6755,2854,31
Haddock,19,NA,535,6699,2726,22
Haddock,20,NA,573,6748,2654,17
Haddock,21,5,859,6676,2433,11
Haddock,22,NA,1098,6509,2370,13
Haddock,23,NA,1858,6235,1888,8
Haddock,24,NA,1210,7200,1559,7
Haddock,25,NA,780,7744,1453,8
Haddock,26,3,987,7519,1475,7
Haddock,27,1418,1909,5491,1153,6
Haddock,28,NA,5069,4063,848,3
Haddock,29,NA,2523,7064,400,NA
Haddock,30,NA,330,9137,519,NA
Haddock,31,NA,189,8540,1260,NA
Haddock,32,1,400,7733,1841,NA
Haddock,33,NA,884,6880,2225,NA
Haddock,34,6514,375,2389,698,NA
Haddock,35,NA,8438,1213,323,NA
Haddock,36,NA,3353,6523,104,NA
Haddock,37,NA,311,9418,246,NA
Haddock,38,NA,48,8771,1160,NA
Haddock,39,NA,64,7954,1957,NA
Haddock,40,NA,133,7188,2657,1
Haddock,41,1,401,6639,2929,2
Haddock,42,NA,624,6164,3184,4
Haddock,43,1630,910,4846,2593,5
Haddock,44,NA,3966,3947,2076,6
Haddock,45,NA,2305,6596,1073,4
Haddock,46,NA,351,8537,1095,6
Haddock,47,1701,105,6816,1354,7
Haddock,48,1,3786,4933,1260,7
Haddock,49,8,4338,4953,676,3
Haddock,50,31,3454,6017,474,3
Haddock,51,NA,3110,6434,431,1
Haddock,52,NA,1108,8594,289,NA
Haddock,53,NA,101,9226,647,NA
Haddock,54,NA,32,8237,1706,NA
Haddock,55,NA,79,7448,2460,NA
Haddock,56,NA,82,6827,3077,2
Haddock,57,18,328,6326,3298,2
Haddock,58,NA,467,5875,3621,7
Haddock,59,684,1490,4734,3065,9
Haddock,60,NA,2946,4369,2651,11
Haddock,61,NA,1868,6571,1537,10
Haddock,62,NA,303,8157,1510,12
Haddock,63,NA,94,7928,1945,17
Haddock,64,2416,26,5630,1900,15
Haddock,65,NA,4804,3565,1603,13
Haddock,66,NA,2924,6298,758,5
Haddock,67,NA,327,8814,831,6
Haddock,68,NA,67,8419,1479,6
Haddock,69,NA,84,7715,2173,7
Haddock,70,NA,71,7164,2750,1
Haddock,71,NA,109,6828,3044,4
Haddock,72,NA,122,6346,3499,9
Haddock,73,NA,152,5814,3993,15
Haddock,74,NA,228,5369,4369,23
Haddock,75,3696,112,3221,2932,22
Haddock,76,NA,6224,1903,1845,14
Haddock,77,NA,2881,6325,774,8
Haddock,78,NA,283,8809,876,9
Haddock,79,NA,35,8417,1530,9
Haddock,80,NA,43,7637,2287,13
Haddock,81,NA,88,6944,2930,15
Haddock,82,NA,142,6576,3246,19
Haddock,83,1,282,6232,3451,20
Haddock,84,NA,338,6004,3634,9
Haddock,85,NA,377,6003,3588,11
Haddock,86,NA,102,5892,3968,19
Haddock,87,NA,85,5472,4386,31
Haddock,88,942,203,4502,4300,44
Haddock,89,NA,2565,3625,3736,53
Haddock,90,NA,1846,5857,2235,39
Haddock,91,NA,240,7546,2153,42
Haddock,92,NA,59,7203,2674,48
Haddock,93,24,206,6523,3174,56
Haddock,94,1,629,5963,3339,48
Haddock,95,NA,1271,6095,2599,13
Haddock,96,NA,583,7257,2145,4
Haddock,97,NA,135,7529,2309,6
Haddock,98,NA,108,7013,2847,9
Haddock,99,NA,152,6484,3337,15
Haddock,100,NA,256,6060,3649,21
Haddock,101,NA,317,5866,3770,27
Haddock,102,NA,422,5876,3655,34
Haddock,103,NA,346,6034,3563,39
Haddock,104,NA,517,6014,3407,42
Haddock,105,NA,657,5929,3340,46
Haddock,106,NA,1041,5946,2940,47
Haddock,107,1,862,6744,2335,36
Haddock,108,NA,621,7286,2057,21
Haddock,109,NA,675,7549,1744,13
Haddock,110,2649,390,5558,1370,9
Haddock,111,NA,4945,3952,1079,5
Haddock,112,NA,2223,7274,486,2
Haddock,113,NA,252,9088,641,2
Haddock,114,8,212,8370,1387,NA
Haddock,115,NA,391,7615,1973,NA
Haddock,116,NA,889,6855,2247,NA
Haddock,117,NA,829,7053,2110,NA
Haddock,118,NA,415,7546,2011,1
Haddock,119,NA,152,7572,2257,2
Haddock,120,NA,152,6969,2868,5
Haddock,121,12,563,6186,3205,10
Haddock,122,NA,697,5893,3374,15
Haddock,123,NA,696,6586,2683,16
Haddock,124,110,783,6465,2608,21
Haddock,125,NA,1040,6197,2722,25
Haddock,126,NA,932,7078,1957,17
Haddock,127,NA,250,7587,2126,23
Haddock,128,3,383,7114,2460,25
Haddock,129,NA,477,6798,2686,25
Haddock,130,NA,793,6832,2350,10
Haddock,131,NA,343,7289,2342,10
Haddock,132,NA,396,7144,2435,12
Haddock,133,NA,607,6683,2681,14
Haddock,134,NA,976,6282,2715,17
Haddock,135,NA,846,6873,2254,13
Haddock,136,NA,317,7414,2237,12
Haddock,137,6,482,7344,2148,10
Haddock,138,NA,294,7167,2513,15
Haddock,139,9,591,6863,2504,16
Haddock,140,NA,377,6941,2650,19
Haddock,141,35,682,6842,2410,15
Haddock,142,NA,843,6716,2410,16
Haddock,143,NA,1144,6593,2240,15
Haddock,144,NA,642,7538,1798,9
Long_rough_dab,1,994,5538,3455,8,NA
Long_rough_dab,2,558,5180,4150,102,NA
Long_rough_dab,3,294,5213,4230,259,NA
Long_rough_dab,4,216,5019,4305,455,NA
Long_rough_dab,5,190,4985,4212,606,NA
Long_rough_dab,6,156,4887,4214,733,NA
Long_rough_dab,7,147,5001,4014,830,NA
Long_rough_dab,8,114,5237,3816,823,NA
Long_rough_dab,9,105,5255,3794,837,NA
Long_rough_dab,10,91,5277,3788,845,NA
Long_rough_dab,11,92,5198,3824,888,NA
Long_rough_dab,12,82,5043,3937,930,NA
Long_rough_dab,13,78,4981,4028,915,NA
Long_rough_dab,14,84,4755,4224,924,NA
Long_rough_dab,15,67,4644,4328,956,NA
Long_rough_dab,16,85,4505,4378,1024,NA
Long_rough_dab,17,71,4465,4392,1069,1
Long_rough_dab,18,69,4480,4326,1124,1
Long_rough_dab,19,78,4315,4413,1189,1
Long_rough_dab,20,65,4282,4390,1264,1
Long_rough_dab,21,66,4175,4449,1312,1
Long_rough_dab,22,68,4169,4455,1303,1
Long_rough_dab,23,64,4161,4461,1311,1
Long_rough_dab,24,67,4024,4549,1352,1
Long_rough_dab,25,55,4021,4553,1363,1
Long_rough_dab,26,58,4008,4557,1369,1
Long_rough_dab,27,55,3926,4632,1375,1
Long_rough_dab,28,61,3908,4599,1423,1
Long_rough_dab,29,53,3843,4651,1439,1
Long_rough_dab,30,56,3782,4667,1478,2
Long_rough_dab,31,51,3701,4697,1546,2
Long_rough_dab,32,60,3737,4683,1513,2
Long_rough_dab,33,55,3676,4676,1589,3
Long_rough_dab,34,57,3691,4689,1556,2
Long_rough_dab,35,51,3676,4652,1614,3
Long_rough_dab,36,53,3622,4695,1623,3
Long_rough_dab,37,48,3576,4736,1630,3
Long_rough_dab,38,49,3534,4734,1678,3
Long_rough_dab,39,47,3621,4676,1646,3
Long_rough_dab,40,47,3583,4715,1646,3
Long_rough_dab,41,51,3564,4699,1674,3
Long_rough_dab,42,47,3522,4740,1678,3
Long_rough_dab,43,47,3452,4766,1714,3
Long_rough_dab,44,49,3583,4676,1678,3
Long_rough_dab,45,52,3506,4776,1666,3
Long_rough_dab,46,48,3574,4736,1627,3
Long_rough_dab,47,51,3632,4712,1600,2
Long_rough_dab,48,49,3617,4698,1628,2
Long_rough_dab,49,53,3550,4735,1653,2
Long_rough_dab,50,51,3540,4774,1625,2
Long_rough_dab,51,55,3647,4684,1606,2
Long_rough_dab,52,47,3574,4748,1629,2
Long_rough_dab,53,42,3561,4742,1640,2
Long_rough_dab,54,47,3535,4774,1640,3
Long_rough_dab,55,47,3514,4758,1675,3
Long_rough_dab,56,48,3419,4816,1713,3
Long_rough_dab,57,55,3476,4734,1728,3
Long_rough_dab,58,52,3451,4765,1721,3
Long_rough_dab,59,49,3476,4772,1692,3
Long_rough_dab,60,43,3544,4744,1661,3
Long_rough_dab,61,49,3540,4755,1647,2
Long_rough_dab,62,52,3628,4681,1640,3
Long_rough_dab,63,54,3598,4716,1625,2
Long_rough_dab,64,54,3634,4678,1621,2
Long_rough_dab,65,47,3639,4702,1602,2
Long_rough_dab,66,52,3696,4699,1549,2
Long_rough_dab,67,50,3618,4732,1587,2
