year,meantemp
1,0.62744724151699
2,0.62744724151699
3,0.62744724151699
4,0.62744724151699
5,0.62744724151699
6,0.62744724151699
7,0.62744724151699
8,0.62744724151699
9,0.62744724151699
10,0.62744724151699
11,0.62744724151699
12,0.62744724151699
13,0.62744724151699
14,0.62744724151699
15,0.62744724151699
16,0.62744724151699
17,0.62744724151699
18,0.62744724151699
19,0.62744724151699
20,0.62744724151699
21,0.62744724151699
22,0.62744724151699
23,0.62744724151699
24,0.62744724151699
25,0.62744724151699
26,0.2842981986182113
27,0.4852076318639477
28,0.7266509768992401
29,0.7630715478101102
30,0.5265429024002056
31,0.6731382491110552
32,0.7316182565361297
33,0.8098848086953304
34,0.9410699446371408
35,0.9326737874436425
36,1.0901542839345808
37,0.9537568594651855
38,0.8286274281435343
39,0.810893279181972
40,0.8450737777736986
41,1.066613828450393
42,1.1807165288281058
43,1.053611876469469
44,1.1284395735402897
45,0.9792384454688806
46,0.9724879824392495
47,0.8460570546183712
48,0.8860733170448273
49,0.8860733170448273
50,1.085083880443243
51,1.2180220736454082
52,1.4126258094287332
53,1.4575679712835727
54,1.6409170079858661
55,1.5853616563161523
56,1.3760525674280093
57,1.4711931770107327
58,1.584604353618634
59,1.2992639116308786
60,1.054001945510038
61,1.15941361308907
62,1.2255039184949548
63,1.165010767212942
64,0.9255522326142157
65,0.6567575810963271
66,0.7690112911332576
67,1.1003848619008028
68,1.0243269152009382
69,0.999546315887384
70,0.897052898651415
71,1.0340227901621153
72,0.987516472889666
73,0.9479385687281445
74,1.0686259818196986
75,1.1467478746047735
76,1.0893495449474024
77,0.9654883642825104
78,1.1081354468016953
79,1.3080992747515978
80,1.4073241671115615
81,1.2775720092573493
82,1.2295409664306258
83,1.334573548677828
84,1.2810450422970119
85,1.5813057805802633
86,1.3377231635865492
87,1.4501677533072734
88,1.2471598339831487
89,1.339171300905854
90,1.0292068238954042
91,1.0436739024788304
92,0.9969819718414602
93,1.0746811399047504
94,1.052055119743323
95,1.0806423659072342
96,0.9784870611004931
97,1.0888473215074532
98,1.1961914092848118
99,0.9078671284696525
100,1.0739036068052241
101,1.2132804619243571
102,1.1661756698168402
103,1.3246403539701577
104,1.1318731967090447
105,1.027086703343718
106,1.2576225864284225
107,1.1920864764675478
108,1.2441750235753375
109,1.1838811249386323
110,1.0367737923444407
111,1.052372038864417
112,1.0742547092636379
113,1.052372038864417
114,1.052372038864417
115,1.052372038864417
116,1.052372038864417
117,1.052372038864417
118,1.052372038864417
119,1.052372038864417
120,1.052372038864417
121,1.052372038864417
122,1.052372038864417
123,1.052372038864417
124,1.052372038864417
125,1.052372038864417
126,1.052372038864417
127,1.052372038864417
128,1.052372038864417
129,1.052372038864417
130,1.052372038864417
131,1.052372038864417
132,1.052372038864417
133,1.052372038864417
134,1.052372038864417
135,1.052372038864417
136,1.052372038864417
137,1.052372038864417
138,1.052372038864417
139,1.052372038864417
140,1.052372038864417
141,1.052372038864417
142,1.052372038864417
143,1.052372038864417
144,1.052372038864417
