year,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe
27,919944.4868317475,1651154.4779507753,31861.373515153624,19685.138198485125,0,138469.43722918502,1841861.129420917,20412.887937838655,0,47890.12722857398,382534.16735569213
28,959403.902169658,900857.0739923748,30860.318721693482,34429.44242843359,0,179952.77138691858,1428264.6684712775,17316.78051655916,0,46371.395799151025,390011.5107770826
29,1159772.065051669,703255.5925038882,28510.75993064476,32640.204666255497,0,140271.55988056105,1547218.996536799,21339.22870756883,0,47818.04438581296,238866.99811621368
30,1442072.739307913,591195.5591890883,33017.773312650264,48617.91778551276,0,121879.52097444955,1549039.9628239046,20928.487205849557,0,51786.141422444445,122681.98692939935
31,1112536.1614025875,1639.6457384954062,35058.69348155108,59030.2281315224,0,175379.60226952855,2199126.812790045,21292.294806906288,0,44927.43496948835,138237.3028128236
32,1016121.2035149978,0,31144.05929107621,36218.26053791209,0,159807.51000630666,1908747.6831768542,156726.80812985305,0,47859.15951335642,182842.08486184228
33,1242001.378950469,0,32360.234769677016,22166.210724625296,0,166656.7447407244,1338302.0439827926,109164.95852112414,0,51191.79405584486,174049.34305332685
34,935679.0067689933,0,30267.93670815169,19789.862467850824,0,159771.24685283544,1010662.1598473778,100937.99492354933,0,44497.87815369051,107084.22504362077
35,549832.7393789887,765529.9999034193,29249.63975221005,79190.3164190632,0,155869.8912152655,1315155.5264307654,91531.57121998201,0,46136.24821444705,77066.04529286391
36,766210.7940320037,761881.9903370448,33776.54058403481,151417.47106747594,0,239409.28305605918,1534360.0986834313,117371.90690999017,0,47179.93596138972,82479.46246896549
37,684114.5109370939,424668.0801674063,39038.63075169734,108254.67681336995,0,296309.12427973613,1378890.5683956086,214644.1526173956,0,52352.89534993064,95932.63430613557
38,879194.4769193913,1223.47524778462,23681.463972196227,171607.39946969732,0,294178.7102659222,2091175.6162561744,305640.6211658266,0,103493.96063432573,104368.23378479871
39,889329.5879044627,0,27144.47751200645,157181.80165417408,0,256301.83843128107,2212351.854834062,409180.44882277836,0,95283.67766877855,86415.87938257608
40,1053522.1482505647,0,29739.242045012677,162018.67290933788,0,226132.91798937076,2288096.689079284,621917.3864906204,0,81342.63659787297,84743.69797412165
41,582153.0972889686,10655.832270291565,21344.6956465057,140971.5571840972,0,203969.7945193178,2292771.866383452,638628.8783440889,0,34882.872949424236,76149.43501246814
42,1097762.4291175394,12726.039636794316,31533.0127781375,87700.51138278126,0,274012.54202521633,2233940.4282456017,485450.3495718444,0,39464.989210438354,75633.3423893135
43,1057269.2771348092,211232.14117229317,38061.742271809206,55874.67421657845,0,217753.1711872326,2345910.2618880915,514473.8767564343,0,45275.70881148122,78219.52324741469
44,1210591.7699931806,745623.0093503227,32375.556500366518,57630.465560891695,0,258444.89992466793,1716626.4401569297,518246.6632299382,0,42247.42358478746,70410.49390769925
45,1141578.4429316267,476572.55255412235,27562.882252478266,66251.26719364536,0,276935.71128810116,1518143.3298940656,262878.3435000157,0,33257.36769470329,100740.09381575814
46,753673.917275702,713090.1653509265,28272.191451903036,50384.06361993672,0,311139.7801667673,1722495.6061408354,253770.69622003954,0,71197.20513339111,96646.79873123667
47,1136737.7006194955,667565.5122832336,35266.35962407683,83308.9818240006,0,196736.2537205379,1329604.549181466,227995.94502390482,0,18786.003612223412,107261.80767804621
48,1224615.1542292025,2079.0963361391086,37612.262700843945,80785.85310541395,0,205669.76181405518,1830948.7949499525,165929.57085659518,0,6327.764002367814,124947.48392466061
49,1294081.6732105894,9615.020836563774,38916.9913645222,102636.41588768654,0,176268.83772649852,1726213.7594576303,209183.841054816,0,13964.1017475941,137040.1419824768
50,1033502.9354374845,28.08684501767427,37854.36151346406,140253.39188863104,0,134211.41986739714,1520151.2736064652,137106.05614641742,0,23978.295827573653,156038.94287246463
51,1406692.9390656264,29010.089310884283,34203.08163225772,180893.64984062978,0,144197.65882843244,1120816.9128022932,222964.6886026033,0,93489.32902470345,156625.68043201946
52,1519167.3735211573,28155.68263600421,26070.264703759574,112844.26145628923,0,171024.40864661674,814651.8909590313,226970.67025164643,0,54335.41551486247,156213.89036276552
53,679236.2452963263,288494.7752553676,23323.906656347724,123617.47511025392,0,179669.12790736483,878428.308247434,248187.01379846397,0,41092.04185425656,178735.44249401396
54,795014.1285083428,390413.7666968478,24195.36175387963,134726.63099674,0,197320.2119609484,958699.2457530639,251471.96762472217,0,35362.91979143876,220451.6178338585
55,120945.98524446628,541155.1875877632,25977.270178842293,166468.03490092955,0,202954.57648312047,969394.7034606313,203092.32061657874,0,38906.45181188628,172997.5445204336
56,475818.3797000622,289827.7250776634,27536.136751412967,134734.47116459408,0,187152.14677281745,1107724.3848458116,153725.54179650082,0,42791.774649049024,190115.13945657056
57,794933.1332726342,175355.88796018148,34093.87732513908,99202.6819739928,0,155472.63556492506,1285394.7234009926,138446.18342855488,0,32088.876158658742,159392.5284856475
58,1121804.1038351567,66746.4978756077,36125.37672292253,68965.1003415424,0,245314.76299529808,1504096.1355151248,97816.57113368652,0,26749.159520790927,138557.24406385055
59,1152510.2763344762,207875.2782376278,34657.307529703125,82184.20118608985,0,232465.96898814978,1162572.7110508932,68478.95621989109,0,55980.233797655004,160119.0967251224
60,1144639.820650242,110716.73605774995,64747.092457990024,56247.24149711809,0,150538.97973736058,1500842.274932599,150216.85002550203,0,95908.13441258381,35040.64355819795
61,1127390.9762551894,143229.20813730304,71910.58673017514,60764.81614368665,0,156032.93219155062,1139900.5433217862,155384.21914579277,0,90044.98585142638,46172.19029793015
62,986729.4704929262,122303.54453093768,61355.95313723917,74629.74282391508,0,197272.02456820902,1374286.3786983013,192315.26818375717,0,85508.58655886141,52967.41089981029
63,1067587.0136830227,174407.04967998853,61114.80421747742,69745.45556618714,0,195207.44458001523,1474958.321981902,175607.96472306387,0,78185.7272627771,66925.19242908551
64,921738.4062954143,117176.13657153961,57943.50176895855,75058.46702747588,0,170616.1373540738,1393407.045729665,189388.36590821098,0,66917.02434947941,64161.39458703701
65,1017842.4036849389,95980.44505141754,55932.04562970645,108140.00882493284,0,169761.57911837517,1601225.4194470828,158208.9804770189,0,84733.9228437615,83495.2077344534
66,878579.7273204066,70155.32675119855,62572.39191706593,102011.67566121017,0,187065.5858803449,1501433.5848235528,167041.33403700055,0,73614.68147139421,91768.24091227324
67,1078105.6839565411,91162.12295788122,56460.40604438444,141942.2705160598,0,171628.01657492053,1329270.1820595958,147182.47467761114,0,88737.45220622033,107498.50324625259
68,856031.8495579894,115237.5879182269,53529.13402412204,130638.94360574128,0,182237.60470716094,1262077.2837408746,171689.78090507953,0,74378.11739332716,100209.90073392724
69,881214.4889303347,90640.61056603071,55522.179806539985,125219.23732174454,0,171769.66303396467,1070978.6872266498,161087.83967019862,0,88817.81318002821,164944.68920402022
70,1049021.3328318829,114882.69193211648,48312.564957975796,120873.4639792539,0,171257.27282721372,1402092.0542168692,134651.05029896254,0,74171.66026871452,203453.5129076879
71,1123028.562000437,127030.0284573614,54479.87283996572,110211.79965795361,0,191128.6944951349,1260996.8250611029,131633.85199490693,0,81977.91664229822,200802.4680875852
72,1081094.3385892473,87264.00610873988,56144.467937883885,98175.73599675424,0,186503.85741690925,1444171.9004511898,118392.93103306957,0,78545.5203737622,211782.7698456036
73,1007483.154165132,98736.79949172857,57803.26722714084,79485.32314760868,0,161438.38793861782,1708259.3347310214,107114.2001905348,0,81759.81793236514,187362.37419446837
74,906316.0884122498,145302.67126626658,50426.605147812545,83021.21198661867,0,177054.37548465125,1347911.6744633191,133857.67231670403,0,91440.17832494965,275139.1997675917
75,928868.7834185275,153189.9554709287,50254.54057373737,76694.79929519104,0,149584.52874314442,1233607.6346162152,108492.16056320182,0,69178.0515505188,269398.6893865431
76,833826.5803677518,114676.90126287259,51479.3162080774,137098.80044259428,0,161805.88477138284,1253034.0064610846,115562.69889455143,0,85632.81866973553,344642.3918704807
77,982711.9117904236,115027.39317784633,55548.470064821566,190091.2040491012,0,157538.27748669122,1291162.355096181,105921.30463545039,0,79448.33983204237,360850.64504344424
78,954302.7092483536,119959.45297113659,55975.32614685734,240787.00696298375,0,171247.49071586772,1498180.5905922363,97927.04377145655,0,70644.28620321385,386329.0043051753
79,999618.5238046353,116884.25197275155,62245.66196701404,229260.52673616653,0,189822.95739620776,1186079.4704613595,88119.11717523517,0,73594.48311845017,368164.42819075164
80,948999.3868556379,151141.80607206115,59275.75899142256,200668.02875536136,0,148767.66999564442,1348414.0149763864,77083.30512225801,0,77855.41557271093,346117.829313504
81,845752.7502655471,116825.84000764698,50337.295166165226,183621.83271245038,0,146260.87703766578,1184088.701725036,58355.85979283882,0,76914.78215759926,456274.20884131157
82,984252.7867900269,109161.65120417776,50313.07882890633,187348.3864069364,0,171470.52706298206,1323375.837463462,53569.89000916548,0,72866.52780181922,441032.378990443
83,945510.2927503617,134918.16241525338,46053.40467775447,142195.713565458,0,172268.29763483183,1478125.8558608654,54849.28838673366,0,74106.55619569062,491331.75320893445
84,956660.2053825248,122928.43647238913,61383.55657776916,137045.46503351876,0,158872.08198945888,1309800.9339253122,32892.962250084885,0,77930.00413528108,498391.3052336278
85,825692.901554537,126281.07630811748,55729.24471010782,93234.27408749014,0,163786.62698876645,1323662.1236986346,31672.644795138753,0,75131.96914069007,383731.61878924794
86,837053.9870958342,110606.84569814707,54381.72584394065,88780.20099138167,0,154278.04420371584,1262751.332624873,26944.486642953438,0,76277.06120009525,536160.4272434675
87,908503.2664209667,111781.08276844246,49264.45932920805,69919.0301526768,0,172529.8651319637,1453897.938163052,22334.201141542668,0,80887.4353742616,617347.5076256337
88,912700.299408756,149984.14384958657,54619.84894138972,92570.14509206999,0,169264.32001638706,1376493.4771288098,19257.428250954203,0,103021.71653656098,588506.8859614736
89,1087789.954749859,130582.35971129846,51783.65701137838,90732.23960803222,0,173602.46884540145,1285571.312251747,16140.635919823206,0,81212.16720207773,571431.9256617691
90,995825.369885139,107033.06991926806,58765.25112587038,101115.10140290765,0,193116.5232315357,1429439.8255336962,11828.530520293456,0,89207.33995081249,567871.3459631932
91,1027090.8160744916,121475.7848465546,57419.08592447115,103309.6379401986,0,181075.9389448155,1400341.598523663,11678.624529359227,0,70874.07587345276,492548.5917941454
92,820309.2476261755,134437.16746335765,62753.65383816041,87937.25194658591,0,177163.13227465845,1991724.9611599776,8925.327988348752,0,101826.32220669577,543381.3143446184
93,874417.4605999948,109197.90014135106,57938.719730858036,94837.0240718854,0,165952.35248677206,1180827.5079223872,5966.6106473353075,0,80071.17103076234,507820.72709544236
94,948513.2323160332,124508.2738291345,47538.09911809166,69356.72721837512,0,180721.51990507255,1355032.583053776,4158.144544842973,0,66176.8589269518,474207.9676939132
95,850021.9543660491,141024.9659602542,58024.442804041944,78261.11222132124,0,138212.89946342367,1311307.2961951685,4799.7042226374215,0,80360.6524280092,552190.1076691276
96,914023.154399973,93708.399312402,68462.72464912212,85603.91546557269,0,186207.33176085283,1319640.1223270209,5885.867319618211,0,68964.90712981179,569165.1392307037
97,893766.1858295435,100133.35861661307,64491.19033278707,60296.93712599969,0,171431.41679603193,1316785.5744557423,4215.59417110637,0,83985.08268940437,624739.6396815242
98,899612.459246197,83169.96224830592,69020.41048452743,55084.958394385976,0,181681.10440392827,1415137.0214593154,3201.0635155690616,0,89871.32570659286,632344.9335072133
99,1063685.9810096158,103870.45816261691,56999.884548299444,51020.2659777769,0,176691.16803898325,1282850.6207219893,1983.6203236969698,0,79277.96402816835,539371.861359493
100,901401.6240639465,111618.53736750853,49506.13605288399,41348.18285235116,0,175674.90961880985,1423164.7187543402,1755.4521776697993,0,79611.2801982644,591711.1332830124
101,1008758.0196917501,124053.09317155348,51389.0322110269,39392.20124480903,0,167327.86650882202,1397170.1965117878,1504.3547818197376,0,75501.17276475437,602646.3821293605
102,1086458.9435648916,101908.78717817117,56377.4894333376,38033.05062792519,0,170477.13148221013,1561834.9582761328,1086.4958324663555,0,96071.53999541947,516075.11426488304
103,828689.786679672,88731.78160781365,54200.29079994502,29419.780925144234,0,165977.05452048237,1425322.569679658,1032.5037600182725,0,72101.20606191701,601165.8611139454
104,922305.8127217025,118856.24841259146,51507.411615344376,32035.29539134932,0,194970.83602591202,1649671.1560179652,1534.4102053752233,0,86983.92389319304,630976.4867066504
105,993113.7319068741,112516.97817624675,52865.87877020747,31371.593127379914,0,190929.36536540856,1576461.3377810367,1535.9095828538364,0,73758.37030149538,619361.6249229045
106,1000579.1539325275,114069.58669177428,49484.475638465345,36038.060775092046,0,204070.1158084527,1314746.4603294083,924.6854883740409,0,80851.20357124171,586192.169572435
107,925877.320240213,147277.34685965112,59775.9826654054,35435.74212564635,0,198810.3240525127,1318135.761444049,711.3109197551328,0,78627.1030651148,611534.6506022759
108,1069976.8533822882,131093.76827293728,60975.98701610306,31697.923985144236,0,167986.3763935984,1241988.191393494,486.018640701897,0,98327.27341327105,767076.8098698758
109,916015.8321859414,116559.06036835816,52126.72256983564,33933.16744718669,0,151609.7308217232,1192470.6925549905,518.4873586070552,0,77223.64064008756,656993.2830876138
110,865083.1748891355,140983.07669640204,57947.064495060724,42551.96690009982,0,167247.82425439364,1391246.9635258224,550.9534974491074,0,102215.16771571345,648142.7986365961
111,1032402.1583508947,134813.19349436584,54970.89254289476,57264.439067242434,0,180230.17018851265,1270247.1377514622,432.287837155977,0,89683.22445076241,637633.2158340138
112,1012248.8824288931,122814.18689178144,65139.38007820783,84288.51403245333,0,172221.41879367872,1173538.0045504544,290.1155161272094,0,87522.5700828443,687620.3431422142
113,970769.0489924503,122059.182508477,69393.17420429488,93875.86463940624,0,152952.9547271355,1345981.6435589318,502.6011310389164,0,99686.82121995787,636440.0232850313
114,847981.9717157132,131786.2075828269,50534.642550712466,107784.05316073418,0,151794.36594073047,1329697.7976260877,750.4450282678438,0,87358.5420989731,695441.3918553815
115,1000536.421366795,134156.84485968208,53150.168856235396,108277.44692465759,0,201904.3534956341,1090456.492292151,1042.6668638237416,0,99715.60344378483,650330.1562452163
116,897938.5948118842,143780.23077749877,69143.26194518585,85722.17970590174,0,195516.10179209194,1187944.3895469145,1648.6120085737887,0,90752.15248794563,611266.413219562
117,884192.5675856663,96988.69293778768,54191.76693551452,105507.03317609213,0,139888.56459922277,1411107.1575715595,2193.1418641626283,0,91124.33910783776,678236.4793490634
118,936148.1059057245,103849.0852353667,63126.299331371025,102278.32784686922,0,160092.21862771938,1364059.2291820908,2564.575751574389,0,98052.69731262504,659478.7355249072
119,918074.8047546721,120133.759610155,56781.59705382173,103709.93385126595,0,160485.09795518205,1343964.9822276502,3740.09605058133,0,91098.26807236661,571215.2745812411
120,987979.6444051317,143854.8490510678,57556.304377483306,107755.6856261546,0,142864.27351034377,1268184.5366846898,4258.100262476092,0,98451.33211659589,613865.183125966
121,1017875.1160390862,134361.18335536905,45093.35935176785,89273.61432606519,0,167949.3990732509,1247953.8492917023,4741.4677533922795,0,84932.03260119157,687757.947545135
122,1097715.4997367347,120566.08389196872,53990.28493889743,86898.68939488869,0,191420.36230318452,1268592.8024530692,5148.805741810612,0,93549.67027537241,728896.4994971744
123,864187.0851105817,144818.49579380878,50992.58014559244,95595.28283222503,0,160347.1667810948,1425772.4656969407,7801.321525757543,0,84139.15507532899,702834.6146599469
124,1087598.3868939043,135598.31957454205,48067.51637935146,98323.9364575535,0,165615.8858578822,1244153.7094137243,6623.981564794739,0,94970.99536752976,737569.5346202314
125,998744.6264967725,142374.80855313415,63364.29891093187,115987.63939307298,0,159661.18455226193,1320338.3460137912,9822.286713492611,0,103077.99741797766,593275.0620412669
126,999536.0847622774,109040.47553164855,60299.94061938332,109419.35045789099,0,170119.93530063942,1248500.3313587855,9036.824247847451,0,90133.73947292454,683568.3683564458
127,1020727.0920213403,149455.28501715022,51555.760592621766,124486.45576654778,0,158997.60728512338,1327083.5791748725,9615.896542885714,0,83264.11535328969,663472.7217092215
128,1171535.377894174,134183.65307761583,47123.85979467541,141513.70637819197,0,165414.2688054094,1252775.840552051,13114.714930279473,0,103583.45164365605,637281.1022638166
129,944170.64521637,104719.04588961299,59408.30468878416,129108.86678267179,0,150640.62246526155,1624411.6112805745,13353.233477445068,0,92021.5790134864,549378.8713976579
130,984082.2922459164,115033.1580252648,43558.31464299148,133558.02336834633,0,159078.9806363566,1386455.7398576927,11934.285122273333,0,92908.70491055824,776866.2835320082
131,916687.4168826061,140978.95774516568,52480.5929559725,116100.38736484187,0,163588.80231912373,1228457.3486798594,13824.391526776364,0,87270.90576737122,636561.8041287807
132,993231.9857150349,127443.32556593057,54777.00985316037,126754.6277220797,0,162179.78827958964,1368835.857261648,16590.99475728431,0,94347.75234771834,928596.6897562771
133,868995.170607662,130779.042082994,48578.633916273546,102494.70680914537,0,188495.67541688128,1336989.837304811,16163.653694123865,0,90758.52935410023,665815.1897110122
134,923555.871140613,124976.65209660851,57210.3436760447,129775.09107343743,0,169902.04362231906,1404288.418025912,16989.503433093723,0,98618.43221779523,663794.8896540112
135,1081524.3262713114,120592.18692302018,55581.11703591321,148417.20507169253,0,172987.93021664408,1483520.2398958735,15076.540631281492,0,97064.06760002182,659641.4813105734
136,820366.1190423939,144695.6870310678,49537.23443895832,131673.84019100515,0,150197.71660539016,1468514.6923535212,21103.891647567783,0,84141.16938547419,634261.9004871799
137,870756.3210170657,141228.1454210174,55849.19383588846,132864.35441156352,0,168243.10990206187,1631200.9166665794,24707.7335237993,0,82391.12386221655,599477.0536662313
138,939271.3337331571,152344.3213876209,51247.19679261529,149484.68332306246,0,178029.62964936654,1519944.37175601,23344.326797774676,0,71074.98371240553,640348.8158469105
139,936365.2937602104,120122.82814206596,45849.945946789405,142885.4535516901,0,143463.68272280841,1307777.9943778291,21850.114851730974,0,75118.6739075079,690911.2725304744
140,925667.6525042105,97387.4591533004,59470.74881510163,164349.93874182683,0,155799.62599748175,1278529.2957693706,24221.022154755716,0,74076.64055979188,689030.9522256678
141,769747.7170982823,104107.86002017498,51257.777006757016,179879.22910556008,0,159556.6931544995,1448945.092383323,27562.668027963253,0,75966.16052450835,713153.1542367495
142,800177.5221743071,124959.71102344645,50674.44529355518,201546.917746751,0,130449.64491886427,1307270.6849850495,23640.050497935958,0,107905.78700451131,649910.2727217115
143,1040932.0120399611,136533.28318183438,54629.39517646098,170690.65675116619,0,163995.40597880963,1137017.7844134322,21434.94557132044,0,80117.64304450573,747603.9980910536
143.99726027397261,960887.4193538604,117867.40372018724,43701.620644025104,193733.0283576531,0,178068.02635032433,1194317.7382928638,26666.048258386414,0,84784.13506658636,703589.3721344413
